user_id,business_id,stars,date,hour_of_day,day_of_week,is_weekend,user_elite,review_length,user_experience,city,category,price_range,alcohol,outdoor_seating
8Oj4m1xxNoI1P_1mek9fQQ,AbtYqoBGuvlWmR1gU0c3XA,2.0,2010-01-12 02:58:09,night,1,0,1,long,high,Philadelphia,Food,2,1,0
IpLRJY4CP3fXtlEd8Y4GFQ,-V0vIgo6196MDn_x3ZaYmA,3.0,2010-01-12 04:47:11,night,1,0,1,long,high,Philadelphia,Restaurants,2,0,0
7DUrZclovHlOwuJdMybnCQ,lRbHFOIFuusN2WOR_ypQ_A,3.0,2010-01-12 18:58:02,afternoon,1,0,1,long,high,Philadelphia,Restaurants,2,0,0
lLM0kPqTuGlBlbJ2veYGxg,MaYb7qMN6BomP1zQGj3Wjg,5.0,2010-01-12 23:04:17,evening,1,0,0,long,high,Saint Louis,Nightlife,2,1,1
Mf2NAhMTiYk0DC0fZjhNMw,IAyHcNx5IHoLf3V4dlgFCw,5.0,2010-01-13 21:13:43,evening,2,0,1,medium,high,Philadelphia,Restaurants,2,1,1
cogPv5baWhsR-_Dcw3-Taw,MaYb7qMN6BomP1zQGj3Wjg,1.0,2010-01-14 06:12:09,night,3,0,1,long,high,Saint Louis,Nightlife,2,1,1
8-U6FgqWxNmXz80JhJQXZg,z680Aylt8wN2KAeFM1hy-A,3.0,2010-01-14 19:10:51,evening,3,0,1,medium,high,Indianapolis,Bars,2,1,1
47oIw-CN1guUKx2_vUdsgw,Llu8_Lx2DFthmr99_eiOLA,3.0,2010-01-14 19:24:03,evening,3,0,1,medium,high,Saint Louis,Bakeries,1,1,0
GIWBa-4K9ejyiO6e7HOntA,oBhJuukGRqPVvYBfTkhuZA,2.0,2010-01-15 17:00:52,afternoon,4,0,1,long,high,Philadelphia,American (New),2,1,1
BDyCY898xb7QexX-XJgrEw,Ryt1Fhgz7sixMQSJiLyP_g,3.0,2010-01-15 19:40:28,evening,4,0,1,long,high,Philadelphia,Restaurants,2,1,1
uKZaU4nnY9EI8Ir7BSA5nA,04UD14gamNjLY0IDYVhHJg,4.0,2010-01-15 23:22:46,evening,4,0,1,medium,high,Philadelphia,Mediterranean,2,1,0
uKZaU4nnY9EI8Ir7BSA5nA,oBhJuukGRqPVvYBfTkhuZA,3.0,2010-01-15 23:30:15,evening,4,0,1,long,high,Philadelphia,American (New),2,1,1
uKZaU4nnY9EI8Ir7BSA5nA,Q-prSTdggNlxAEFV88BZOw,4.0,2010-01-15 23:32:16,evening,4,0,1,medium,high,Philadelphia,Beer,2,1,1
HOy4vtxyF-UD9bv9jmZGEw,JUlsvVAvZvGHWFfkKm0nlg,5.0,2010-01-16 00:14:19,night,5,1,0,short,high,Philadelphia,Mexican,2,1,1
GIWBa-4K9ejyiO6e7HOntA,7lwe7n-Yc-V9E_HfLAeylg,4.0,2010-01-16 01:15:21,night,5,1,1,long,high,Philadelphia,Restaurants,2,1,1
ABy_uGiyQ7zlndwnodvFaw,fycMe9LC7-O5ezKFrU-r_g,3.0,2010-01-16 01:36:48,night,5,1,1,long,high,Edmonton,Vietnamese,1,0,0
ABy_uGiyQ7zlndwnodvFaw,ubkCYzHu9ZnGi3vOQy_P1A,3.0,2010-01-16 01:42:26,night,5,1,1,long,high,Edmonton,Fruits & Veggies,1,0,0
HuoP7ejN-LSwkO1UIgmtaw,TRxR32_T_7Ly_RW4Ke97fw,4.0,2010-01-16 02:54:24,night,5,1,1,long,high,Saint Louis,Chinese,1,0,0
EXXdXcxflkg9moppilHoCA,ZrKxLiKC1d6F8oY7NXTorA,2.0,2010-01-16 15:03:48,afternoon,5,1,1,long,high,Oaks,Restaurants,3,0,0
HOy4vtxyF-UD9bv9jmZGEw,L3V21nAe-CicW2bvtNWa0g,4.0,2010-01-18 02:58:49,night,0,0,0,medium,high,Philadelphia,Sushi Bars,2,1,0
TylOr9YYTV3znqIvH7kdmQ,pSmOH4a3HNNpYM82J5ycLA,4.0,2010-01-18 04:46:49,night,0,0,1,long,high,Nashville,Restaurants,2,1,0
rduiiFS8pVcvWVfnkm8Quw,_JXfCdMu1TFblbhJ5KT7fw,4.0,2010-01-19 14:39:58,afternoon,1,0,1,long,high,Saint Louis,Thai,2,1,1
CAy7UDGySy5DzsgCxktpLg,sdWuLh-auc0nC2Jy6_26AQ,3.0,2010-01-19 15:27:46,afternoon,1,0,1,long,high,Philadelphia,Bars,2,1,0
CozGguiwx7JEVk7cAwdvpA,F1xE--Gb4rNFAwHkNkV31A,5.0,2010-01-19 16:51:13,afternoon,1,0,1,long,high,Reno,Pizza,2,1,1
BDyCY898xb7QexX-XJgrEw,C_EtrXTygRX5RTUOKtO6Dg,5.0,2010-01-19 17:01:30,afternoon,1,0,1,long,high,Philadelphia,Nightlife,2,1,1
B-s-8VUnuBjGTP3d01jsyw,zedtiorJSVxjpqMKdyp9TA,3.0,2010-01-19 19:23:07,evening,1,0,1,long,high,Reno,Bars,2,1,1
RgDVC3ZUBqpEe6Y1kPhIpw,EAtdpksdWfWAaqh3XdnNNg,4.0,2010-01-19 21:51:05,evening,1,0,1,long,high,Philadelphia,Restaurants,3,0,0
0MJ5sKX5uq7Ma5hbl4l3BQ,lRbHFOIFuusN2WOR_ypQ_A,5.0,2010-01-20 16:58:14,afternoon,2,0,1,medium,high,Philadelphia,Restaurants,2,0,0
_BcWyKQL16ndpBdggh2kNA,2GYg3liJ9-m6Z67L_4_BRQ,4.0,2010-01-20 17:16:12,afternoon,2,0,1,long,high,Philadelphia,Pets,2,0,0
ztVQFPr9khc_TjsBny-3rA,12_YxEYiswleR_TMtxkuHg,4.0,2010-01-21 00:52:46,night,3,0,0,long,high,Edmonton,Donairs,2,0,0
GIWBa-4K9ejyiO6e7HOntA,5iuo1kvv0XZMS0bUOoLz2Q,1.0,2010-01-21 03:41:19,night,3,0,1,long,high,Philadelphia,Restaurants,2,1,0
TylOr9YYTV3znqIvH7kdmQ,oaboaRBUgGjbo2kfUIKDLQ,4.0,2010-01-21 04:08:53,night,3,0,1,long,high,Nashville,Ice Cream & Frozen Yogurt,2,0,0
S1bcv4QpwW7Ysy0T9edlOQ,NB9wGhMqy27suWqNzk3laA,5.0,2010-01-21 14:04:57,afternoon,3,0,1,long,high,Philadelphia,Middle Eastern,2,0,0
nn7aw-T8v1R4lNp3noRhnw,VRnJgj0IvxoksHppE78X2Q,4.0,2010-01-21 14:43:10,afternoon,3,0,0,long,high,Philadelphia,Dim Sum,2,1,0
AF2wygvqImI9gbFijr13rw,9XpU6r6ATXSWYfbU7kibaQ,4.0,2010-01-21 18:27:44,afternoon,3,0,1,long,high,Philadelphia,Coffee & Tea,1,0,0
806piRS5Ueod_7oNHQDW-Q,9nkYaCQRyO0fi8SrXDFhGw,2.0,2010-01-21 22:45:23,evening,3,0,1,long,high,Philadelphia,Food,3,0,0
mxZfJDk8_cOO19c7xiMffQ,F8yozE3NWnImNApHO347gQ,5.0,2010-01-22 03:43:22,night,4,0,1,long,high,Philadelphia,Restaurants,2,1,1
XQk-XZKwNim2fsc8_LHksA,xCXGV3wEvYd4xBGx8ZRFQA,4.0,2010-01-22 04:48:07,night,4,0,1,long,high,Philadelphia,Restaurants,1,0,1
0MJ5sKX5uq7Ma5hbl4l3BQ,T9n_LqUUhC2b1ALhg57Y5Q,4.0,2010-01-22 12:51:29,morning,4,0,1,medium,high,Bensalem,Steakhouses,2,1,0
JxA595MQSkNqzSfMXYWatw,z3REVRkZbxW9SUfy11mJPw,5.0,2010-01-23 03:41:32,night,5,1,1,short,high,New Orleans,Food,2,1,1
A_BF2dDDUTKGVXrqxO9mag,zrd6bulYNAKhCdSVtJ8aXQ,2.0,2010-01-23 04:25:30,night,5,1,1,long,high,Sicklerville,American (Traditional),2,1,0
uAu772KpSkb-tPFgZmU-lA,O286wXm4mcznQn_1JieD1g,5.0,2010-01-23 14:34:50,afternoon,5,1,1,long,high,Philadelphia,Event Planning & Services,3,0,0
BDyCY898xb7QexX-XJgrEw,ppFCk9aQkM338Rgwpl2F5A,4.0,2010-01-23 18:49:53,afternoon,5,1,1,long,high,Philadelphia,Restaurants,1,0,0
2vgqdk3vuAM-LTRKxI9nfA,L9sNYgV-TKTQdkaeEZBqEg,4.0,2010-01-24 01:51:17,night,6,1,1,long,high,Saint Louis,Thai,2,1,0
8gc8dZzfHuH1Q2tf8cz3EQ,Aphp-EdFass877c-sWp5eg,4.0,2010-01-24 02:00:09,night,6,1,1,long,high,Woodbury,Diners,2,1,1
ZdYHJ-hctaaDeH1CpP7-EA,cXSyVvOr9YRN9diDkaWs0Q,4.0,2010-01-24 15:49:38,afternoon,6,1,1,long,high,Philadelphia,Southern,2,1,1
ZGjgfSvjQK886kiTzLwfLQ,cXSyVvOr9YRN9diDkaWs0Q,3.0,2010-01-24 20:56:19,evening,6,1,1,long,high,Philadelphia,Southern,2,1,1
y3Wtx1pOvTiqsJRkjceXiw,9gObo5ltOMo6UgsaXaHPWA,2.0,2010-01-25 15:30:09,afternoon,0,0,1,long,high,Philadelphia,American (New),3,1,0
lYQk0R6sPfo3WeX-l_5BuA,pNu5bd9aL3jcJClfdQ86MQ,3.0,2010-01-25 15:30:52,afternoon,0,0,1,long,high,St Louis,Mediterranean,2,1,1
0MJ5sKX5uq7Ma5hbl4l3BQ,hy5GpGXAna-5qrb3zNub6g,1.0,2010-01-26 11:50:16,morning,1,0,1,long,high,Mt. Laurel,Mexican,2,1,1
f9lq4KAus-xCsmJmjXeKVw,JX4tUpd09YFchLBuI43lGw,3.0,2010-01-26 21:14:29,evening,1,0,0,long,high,Edmonton,Arts & Entertainment,2,0,0
ztVQFPr9khc_TjsBny-3rA,ubkCYzHu9ZnGi3vOQy_P1A,5.0,2010-01-27 03:00:51,night,2,0,0,long,high,Edmonton,Fruits & Veggies,1,0,0
ZcNLb0XgmVOPcYvElhz3WA,AtIGlkUITdQFhAG_JWp-Og,2.0,2010-01-27 05:46:02,night,2,0,1,long,high,Hermitage,Modern European,2,0,0
47oIw-CN1guUKx2_vUdsgw,I13c2-Yo7hn2BKwCI81HSQ,5.0,2010-01-27 15:21:30,afternoon,2,0,1,long,high,Saint Louis,Pizza,1,0,1
sh3V6hnNMLVV9YwFA9QNaw,nvb8SFi1-LzaQHEhUnw_7g,1.0,2010-01-27 16:49:45,afternoon,2,0,1,medium,high,Treasure Island,Restaurants,2,1,1
RgDVC3ZUBqpEe6Y1kPhIpw,d_tRshM-w6S4QxE4VVi8tQ,3.0,2010-01-27 17:17:52,afternoon,2,0,1,long,high,Philadelphia,American (New),2,1,0
exDOIbSQ2S5hSwewrs1MVw,DRr5xdfHtqgWfhmdTU1B8Q,4.0,2010-01-27 19:23:15,evening,2,0,1,medium,high,Philadelphia,Breakfast & Brunch,2,1,1
K45F8uWoeXLXt-CXjCAbFQ,Wd9JBLjCCh5yTF0vPAxCAA,5.0,2010-01-27 21:50:59,evening,2,0,0,long,high,Tucson,Mexican,2,1,0
f9lq4KAus-xCsmJmjXeKVw,S3Kl763P-wKnDLFy0iirqA,4.0,2010-01-29 00:07:37,night,4,0,0,long,high,Edmonton,Bars,2,1,0
zrESudirjip-s8wxxAB0xw,1UNorskttXSWuEcgzKzXcA,4.0,2010-01-29 00:43:02,night,4,0,1,long,high,Philadelphia,Lounges,3,1,1
ztVQFPr9khc_TjsBny-3rA,B3JF06ctShiYJeg1FyJ5jA,4.0,2010-01-31 00:09:12,night,6,1,0,long,high,Edmonton,Indian,2,1,1
qunxFdBDVl0ordRJEPVNtQ,D1OT9vuepvXJrn5VDgm4YA,5.0,2010-01-31 20:39:15,evening,6,1,0,long,high,Santa Barbara,Food,2,0,0
8M4_nA8e9VacrirvCwrl8Q,ZU82RHDmAgKg156YyYS3gA,3.0,2010-02-01 02:21:03,night,0,0,0,long,high,Reno,Arts & Crafts,2,0,0
cJCiN7dtlGLW2-zApamFQA,nX2105_S9lUhB5rbhC2n2w,5.0,2010-02-01 23:58:33,evening,0,0,1,long,high,Saint Louis,Donuts,1,0,0
ZGjgfSvjQK886kiTzLwfLQ,REt83ozDeIl6fCYZuAjNrA,4.0,2010-02-03 04:42:11,night,2,0,1,long,high,Philadelphia,Chinese,1,0,0
vr-Rw3nMKIgGrVNT6A7p9g,tCLAeZsjXFG9RumJ4Hn0Kw,4.0,2010-02-05 01:29:20,night,4,0,1,long,high,Philadelphia,Restaurants,1,0,0
qA_8SkGk6ub8nTjoY1q6Cw,kSQNBSWTLlo-SwR6IcpvHA,2.0,2010-02-07 17:23:39,afternoon,6,1,1,medium,high,Indianapolis,Restaurants,2,1,0
yPa_4u6hcWEHkziHAeRapw,9gObo5ltOMo6UgsaXaHPWA,2.0,2010-02-16 03:41:31,night,1,0,1,long,high,Philadelphia,American (New),3,1,0
f9lq4KAus-xCsmJmjXeKVw,boLOUdV5T1O5a1cWaClfDA,2.0,2010-03-12 20:46:44,evening,4,0,0,long,high,Edmonton,Fast Food,1,0,0
qunxFdBDVl0ordRJEPVNtQ,SaUbh0sMSev8gKNJYtC76g,4.0,2010-03-13 07:27:58,morning,5,1,0,long,high,Santa Barbara,American (New),2,1,1
qunxFdBDVl0ordRJEPVNtQ,IUgQmteI-mbt_qjL2ZENKA,4.0,2010-03-13 07:30:05,morning,5,1,0,medium,high,Santa Barbara,Restaurants,3,1,1
WlgB9SAzYAyHEAlawc27xg,i_5PaxI8DK9EErsHBdwP1A,4.0,2010-03-13 16:24:33,afternoon,5,1,1,long,high,Philadelphia,Restaurants,2,0,0
WlgB9SAzYAyHEAlawc27xg,3ZynJ94VpIdDlaArmEp2Rg,4.0,2010-03-13 17:35:20,afternoon,5,1,1,long,high,Philadelphia,Food,2,0,1
KsTA7_Ps9NucN-VAjy4GOA,9gObo5ltOMo6UgsaXaHPWA,5.0,2010-03-13 17:40:15,afternoon,5,1,1,long,high,Philadelphia,American (New),3,1,0
KsTA7_Ps9NucN-VAjy4GOA,r1XrdSiWFp-CeZJ4ik7zoQ,5.0,2010-03-13 18:03:03,afternoon,5,1,1,long,high,Wayne,Caterers,2,0,1
-B-QEUESGWHPE_889WJaeg,SaUbh0sMSev8gKNJYtC76g,2.0,2010-03-13 22:04:25,evening,5,1,1,long,high,Santa Barbara,American (New),2,1,1
PuvfPONWyhdtRVPWu7kLpQ,-bGw8ARHQucKWEHEkxpGFw,1.0,2010-03-13 22:33:10,evening,5,1,0,long,low,St. Louis,Bakeries,1,0,1
DDJliZbj8VYfwikMQWbrBA,2XYPFRm7teCUr3eGsB2-qw,3.0,2010-03-13 23:49:26,evening,5,1,1,long,high,Blue Bell,Thai,2,0,1
ET3TgSSQ3shm2mj5vZ8IVQ,1UNorskttXSWuEcgzKzXcA,4.0,2010-03-14 21:03:40,evening,6,1,1,long,high,Philadelphia,Lounges,3,1,1
RB1eNPEDYtrH_azM46IgUA,cz0sBSp8G2R2dqE6cccbuw,4.0,2010-03-15 17:44:04,afternoon,0,0,1,long,high,Philadelphia,Restaurants,1,0,0
vNTIw7KCKcRi6s9NJPzGTg,37BpNvlEAT6WVGsksrHbBQ,4.0,2010-03-15 18:01:05,afternoon,0,0,0,medium,high,Nashville,Sushi Bars,2,1,1
8TQ4QWrbS6nKvQAjvQMbug,OlOVRlcEstxKK_6hMjy63A,5.0,2010-03-16 00:40:52,night,1,0,1,medium,high,Wilmington,Restaurants,2,1,0
8TQ4QWrbS6nKvQAjvQMbug,iJKOUYgigs4VYsWny6AtEA,5.0,2010-03-16 00:49:12,night,1,0,1,short,high,Wilmington,Restaurants,1,0,1
ztVQFPr9khc_TjsBny-3rA,ubkCYzHu9ZnGi3vOQy_P1A,4.0,2010-03-16 17:47:54,afternoon,1,0,0,long,high,Edmonton,Fruits & Veggies,1,0,0
47oIw-CN1guUKx2_vUdsgw,J_195G8K_MziKZEXj7Nxdw,3.0,2010-03-16 19:12:37,evening,1,0,1,long,high,Saint Louis,Food,1,0,0
7DUrZclovHlOwuJdMybnCQ,9nkYaCQRyO0fi8SrXDFhGw,3.0,2010-03-16 21:03:50,evening,1,0,1,long,high,Philadelphia,Food,3,0,0
aGI_wfhcJ86DJ-67Lkty8g,E1gf1YIWOo1BgzMUwJtEZg,1.0,2010-03-17 16:01:30,afternoon,2,0,1,medium,high,Philadelphia,Pizza,1,1,1
ycXDvH-nE4SbKOr5hyTVkQ,zIDuAuwyaLmNwv4k18mbwA,4.0,2010-03-17 17:18:31,afternoon,2,0,1,medium,high,Indianapolis,Indian,2,1,0
k8y8sNAXTl6XMzg5Qr61rg,ncxN9II-MeXRudUrE3GVsA,4.0,2010-03-17 19:18:10,evening,2,0,1,medium,high,Bridgeport,Restaurants,2,1,0
ztVQFPr9khc_TjsBny-3rA,qxDVtIq0EtvOtVKDwbYOiQ,1.0,2010-03-18 22:16:29,evening,3,0,0,long,high,Edmonton,American (Traditional),2,1,1
IpLRJY4CP3fXtlEd8Y4GFQ,pqe1pCQx--uybdm6EQ8AqQ,2.0,2010-03-18 23:28:04,evening,3,0,1,medium,high,Wynnewood,American (New),1,0,1
0Igx-a1wAstiBDerGxXk2A,GBTPC53ZrG1ZBY3DT8Mbcw,3.0,2010-03-18 23:52:13,evening,3,0,1,long,high,New Orleans,German,2,1,0
DDJliZbj8VYfwikMQWbrBA,-OIUunijjcq_ZzyyQhPPFQ,5.0,2010-03-20 12:51:10,morning,5,1,1,long,high,Philadelphia,Restaurants,2,0,0
d3uua2aVk1OMUywzp9dEgw,FYw5uf26ry8-MuPKD10z0Q,5.0,2010-03-20 23:30:30,evening,5,1,0,medium,low,Reno,Grocery,2,1,1
f9lq4KAus-xCsmJmjXeKVw,c7h5S5Oqz3wq3KufxUlmtQ,4.0,2010-03-20 23:48:50,evening,5,1,0,medium,high,Edmonton,Creperies,1,0,0
LkXNQQaIc5yrKu9Ap87RrA,ls4-Q1KYVP7L6H4eMTQx4w,2.0,2010-03-21 02:35:06,night,6,1,1,medium,high,Reno,American (Traditional),2,1,1
zrESudirjip-s8wxxAB0xw,d_tRshM-w6S4QxE4VVi8tQ,5.0,2010-03-21 18:59:08,afternoon,6,1,1,long,high,Philadelphia,American (New),2,1,0
zrESudirjip-s8wxxAB0xw,EtKSTHV5Qx_Q7Aur9o4kQQ,5.0,2010-03-21 19:18:16,evening,6,1,1,long,high,Philadelphia,Bars,2,1,1
BrfStKKOVtT-BZGuT9qJwA,3kiB39JzdovdlOhQj-nMCw,4.0,2010-03-22 14:03:08,afternoon,0,0,1,long,high,Philadelphia,Restaurants,1,1,0
BrfStKKOVtT-BZGuT9qJwA,pqe1pCQx--uybdm6EQ8AqQ,4.0,2010-03-22 14:17:32,afternoon,0,0,1,long,high,Wynnewood,American (New),1,0,1
RB1eNPEDYtrH_azM46IgUA,4SQ5uczVt66-GGGeNQRfEA,2.0,2010-03-22 14:59:02,afternoon,0,0,1,long,high,Philadelphia,Nightlife,2,1,1
lT0jFHCIloX3bnF5eu0ERg,Z5po0aTuzKKblek5y6Sp8Q,4.0,2010-03-23 15:29:47,afternoon,1,0,1,long,high,Philadelphia,Food,2,0,0
zyNrXvJyYdC34tS6BcCykA,Z5po0aTuzKKblek5y6Sp8Q,4.0,2010-03-23 20:12:36,evening,1,0,1,long,high,Philadelphia,Food,2,0,0
d3uua2aVk1OMUywzp9dEgw,neL2xrin-uMJl5ABKyPLKA,5.0,2010-03-23 20:51:47,evening,1,0,0,medium,low,Reno,Fondue,3,1,0
IpLRJY4CP3fXtlEd8Y4GFQ,pj8Y-5vfbRitnnm2xJFH9w,3.0,2010-03-23 21:07:36,evening,1,0,1,medium,high,Philadelphia,Caribbean,2,1,1
7DUrZclovHlOwuJdMybnCQ,Z5po0aTuzKKblek5y6Sp8Q,4.0,2010-03-24 00:38:46,night,2,0,1,long,high,Philadelphia,Food,2,0,0
OY0lWSo1kw_B84JF89kAFQ,g8ZqVCalVp-PsOqyS4dXGw,4.0,2010-03-24 12:44:27,morning,2,0,1,long,high,Media,Restaurants,2,0,0
8-U6FgqWxNmXz80JhJQXZg,oJ4ik-4PZe6gexxW-tSmsw,4.0,2010-03-24 13:10:49,afternoon,2,0,1,long,high,Indianapolis,Nightlife,2,1,1
agQIzYCb8Qc5f8a1JEb5og,sdWuLh-auc0nC2Jy6_26AQ,4.0,2010-03-24 17:35:02,afternoon,2,0,1,long,high,Philadelphia,Bars,2,1,0
qTMK2qr6ngof4fe29qyooA,Xn9XOYqXa4IHdHnaZr9JAA,3.0,2010-03-24 23:02:26,evening,2,0,1,long,high,Saint Louis,Juice Bars & Smoothies,1,0,1
S1bcv4QpwW7Ysy0T9edlOQ,Z5po0aTuzKKblek5y6Sp8Q,3.0,2010-03-25 11:55:38,morning,3,0,1,long,high,Philadelphia,Food,2,0,0
4kKngcDGjuzo18pxx5jHog,CA5BOxKRDPGJgdUQ8OUOpw,4.0,2010-03-25 16:38:20,afternoon,3,0,1,long,high,Tucson,Grocery,2,1,1
IpLRJY4CP3fXtlEd8Y4GFQ,NeY1bH6IKJxnn4YAixibsQ,3.0,2010-03-25 17:12:20,afternoon,3,0,1,medium,high,Philadelphia,Coffee & Tea,1,0,1
0G-QF457q_0Z_jKqh6xWiA,MaYb7qMN6BomP1zQGj3Wjg,4.0,2010-03-26 20:09:11,evening,4,0,1,long,high,Saint Louis,Nightlife,2,1,1
56gp5RUwFLckqvph8E5R3A,bfY9Z5zOihXRrR2aqVqHXQ,2.0,2010-03-26 20:36:01,evening,4,0,1,medium,high,Brentwood,Drugstores,2,0,0
Kj-u8Yq1d3mLKitWsDAxpg,ki1ji38VOBVhZJ__Awvf-Q,3.0,2010-03-27 20:33:19,evening,5,1,1,long,high,Bensalem,Restaurants,3,1,0
gOAvWocRyGbKvUaitVy8fQ,C5zdtQSfK_bjWi81MMI0SQ,1.0,2010-03-27 22:09:49,evening,5,1,1,short,high,Philadelphia,Mediterranean,1,0,1
f9lq4KAus-xCsmJmjXeKVw,12_YxEYiswleR_TMtxkuHg,4.0,2010-03-27 22:28:42,evening,5,1,0,long,high,Edmonton,Donairs,2,0,0
Asx28DdgUx6vYWSxl0oOAQ,Z5po0aTuzKKblek5y6Sp8Q,4.0,2010-03-27 23:39:07,evening,5,1,1,long,high,Philadelphia,Food,2,0,0
cJCiN7dtlGLW2-zApamFQA,GV-e7Op4aU98xkjjoKlRhA,4.0,2010-03-29 01:56:16,night,0,0,1,medium,high,Saint Louis,Basque,2,1,1
cFaHx-FkCnzdfF8BccukIg,iJOwwuhHP_0BCHmpmJ8l4Q,4.0,2010-03-29 18:04:24,afternoon,0,0,0,medium,high,Philadelphia,Fast Food,1,0,0
rohwiags-kVO_IgYK1sIfw,3ZynJ94VpIdDlaArmEp2Rg,5.0,2010-03-30 19:24:32,evening,1,0,1,long,high,Philadelphia,Food,2,0,1
eh03Ytv4exbW33L2erx1kA,_aKr7POnacW_VizRKBpCiA,5.0,2010-03-31 07:21:38,morning,2,0,0,short,high,Saint Louis,Delis,1,1,0
zAMpV0uFt9XpqRDFNLWPrQ,AmnnsJq4Pz1jJUFzHwtsOA,5.0,2010-03-31 23:16:52,evening,2,0,1,medium,high,Indianapolis,Fast Food,1,1,1
f9lq4KAus-xCsmJmjXeKVw,yghCRxGNOlD6-iCZVoVL8w,4.0,2010-04-01 04:29:10,night,3,0,0,long,high,Edmonton,Mediterranean,1,0,0
B-s-8VUnuBjGTP3d01jsyw,bn4N0bxa-u-kBaKLwU893w,1.0,2010-04-02 00:12:59,night,4,0,1,long,high,New Orleans,Restaurants,1,0,0
rTKK_-3W3gIQEohj0QSFWA,OQBgwnIHY7vOrbjft8RM8w,3.0,2010-04-02 14:42:44,afternoon,4,0,1,long,high,Saint Louis,Food,1,1,1
rTKK_-3W3gIQEohj0QSFWA,RKVZbcCKNcAM5Jk_cV7I9A,4.0,2010-04-02 14:49:29,afternoon,4,0,1,long,high,Saint Louis,American (New),2,1,1
HW-QgyCq4DzUQCFRaYn6Fg,EtKSTHV5Qx_Q7Aur9o4kQQ,5.0,2010-04-02 19:56:16,evening,4,0,1,long,high,Philadelphia,Bars,2,1,1
47oIw-CN1guUKx2_vUdsgw,F0AAzMdhv2RyjwHVned5bQ,4.0,2010-04-02 22:03:43,evening,4,0,1,long,high,Florissant,American (Traditional),2,1,1
-hKniZN2OdshWLHYuj21jQ,ak0PfrI9FZcFaDQv5oXtVw,5.0,2010-04-04 00:18:01,night,6,1,1,medium,high,Lahaska,Cheese Shops,4,0,1
36rYo-dZTwy8LUlmimgdbg,Q-prSTdggNlxAEFV88BZOw,5.0,2010-04-04 13:12:54,afternoon,6,1,1,long,high,Philadelphia,Beer,2,1,1
FlvxeXfNW8IHDYDIsHjSgg,AIuczSOGI3zX0kwGxtPApg,4.0,2010-04-05 03:47:31,night,0,0,1,long,high,Boise,Italian,2,1,0
YV6uaSzANkraOQQzN0alWg,DRr5xdfHtqgWfhmdTU1B8Q,2.0,2010-04-05 17:44:52,afternoon,0,0,1,long,high,Philadelphia,Breakfast & Brunch,2,1,1
rduiiFS8pVcvWVfnkm8Quw,J_195G8K_MziKZEXj7Nxdw,4.0,2010-04-07 19:28:40,evening,2,0,1,long,high,Saint Louis,Food,1,0,0
Z-ee4V5_ZFsI2ltccSpqyw,-K0zTgGyxo-AeSkcV0IVaA,5.0,2010-04-07 22:43:42,evening,2,0,1,long,high,Chesterfield,Mediterranean,2,1,1
Z-ee4V5_ZFsI2ltccSpqyw,MaYb7qMN6BomP1zQGj3Wjg,5.0,2010-04-12 04:34:25,night,0,0,1,long,high,Saint Louis,Nightlife,2,1,1
Cbr8ES0BPeXzmGssfgIvqg,at-NaeVYJ5VDG9pC4PXbSA,5.0,2010-04-13 00:14:55,night,1,0,1,medium,high,Spring Hill,Thai,2,1,0
7DUrZclovHlOwuJdMybnCQ,4_W5pstoN1166TGjjPOrMg,4.0,2010-04-15 23:17:31,evening,3,0,1,long,high,Philadelphia,American (Traditional),2,1,1
7fDqaGdUMccXQ4bnPwR6yg,jQBPO3rYkNwIaOdQS5ktgQ,4.0,2010-04-16 22:02:55,evening,4,0,1,long,high,Saint Louis,Ice Cream & Frozen Yogurt,2,1,0
sh3V6hnNMLVV9YwFA9QNaw,9ouyziwYpSvJzlLFpukSgA,2.0,2010-04-20 13:37:25,afternoon,1,0,1,medium,high,Pinellas Park,Mexican,1,1,1
HuoP7ejN-LSwkO1UIgmtaw,J_195G8K_MziKZEXj7Nxdw,4.0,2010-05-14 18:46:58,afternoon,4,0,1,long,high,Saint Louis,Food,1,0,0
WFXqCsd97UsXcE8K_uQ4_Q,c3eWB489arZI26M8n4gAvw,5.0,2010-05-14 19:22:55,evening,4,0,1,long,high,Saint Louis,Restaurants,2,1,0
ENmDzDzeup9IpuelBqFzIw,nYRFGR2C-OOhRvO8rvI4qw,2.0,2010-05-14 20:35:36,evening,4,0,0,long,high,Broomall,Restaurants,2,0,0
HuoP7ejN-LSwkO1UIgmtaw,EpREWeEpmR8f1qLHzzF0AA,5.0,2010-05-15 13:58:00,afternoon,5,1,1,long,high,Saint Louis,Local Flavor,2,1,1
1A0zd56jS9AFuXFPS5JmUg,ncxN9II-MeXRudUrE3GVsA,2.0,2010-05-16 01:23:31,night,6,1,1,medium,high,Bridgeport,Restaurants,2,1,0
1A0zd56jS9AFuXFPS5JmUg,02jZC7oX0SbWXVFboNwFGA,5.0,2010-05-16 01:30:38,night,6,1,1,medium,high,King of Prussia,Food,1,0,0
HuoP7ejN-LSwkO1UIgmtaw,sB45WFgysT617bKWP_WJwA,4.0,2010-05-16 06:20:20,night,6,1,1,long,high,Saint Louis,Bars,1,0,0
k_muz40jJaiY1PVga6NDXA,GUNpbcLvHZLE3NpOifjNUQ,5.0,2010-05-16 20:51:03,evening,6,1,1,long,high,Philadelphia,Restaurants,2,1,1
