business_id	hour_of_day	day_of_week	is_weekend	user_elite	review_length	user_experience	city	category	price_range	alcohol	outdoor_seating
F8yozE3NWnImNApHO347gQ	afternoon	3	0	1	long	high	Philadelphia	Restaurants	2	1	1
FBBeJO50xZiNIo3oFhAFRA	evening	2	0	1	long	high	Indianapolis	Arts & Entertainment	2	0	0
FF45pKN_lzqG8Bqk-_HQvw	afternoon	1	0	1	long	high	Saint Louis	Street Vendors	1	0	0
FHNIvNgh3fS7VZQq2Y3dsA	afternoon	0	0	1	long	high	Philadelphia	Asian Fusion	2	1	0
FH_LQqNmjiFnvm6vGuXmnQ	evening	3	0	0	long	high	Gallatin	American (Traditional)	2	0	0
FIQZMB4G1pfqOAByuJ1SYA	afternoon	5	1	1	medium	high	Philadelphia	Dim Sum	2	0	0
FJlYldo1NcoyKMG2YKWywA	afternoon	6	0	1	long	high	Tampa	Ethnic Food	1	0	0
FKrP06TDAKtxNG1vrRQcQQ	afternoon	4	0	1	medium	high	Philadelphia	Burgers	2	0	0
FLvsHSO09AY5BlaibUkLzw	evening	4	0	1	medium	high	Greenwood	Department Stores	1	0	0
FSTmzo0beEVMRMSArcp4fg	afternoon	3	0	1	medium	high	Tampa	Mexican	1	1	1
FU6CaKb9hePVMAsXO5W6pw	evening	5	1	1	long	high	Philadelphia	Restaurants	1	1	0
FYw5uf26ry8-MuPKD10z0Q	evening	0	0	1	medium	high	Reno	Grocery	2	1	1
FZCj995CEL2G-JTiLC3Azw	afternoon	3	0	1	long	low	Indianapolis	Mexican	1	1	0
F_wIC6i5y4zdQyp99R7PdQ	afternoon	0	0	1	long	high	Indianapolis	American (Traditional)	1	0	0
Fbq_tc6W5uNmQNrInXpd5w	evening	4	1	1	long	high	Ballwin	Cafes	1	0	1
Fc_8eLlcq5yy4DzrEeqEaQ	afternoon	0	0	1	long	high	Philadelphia	Seafood	2	1	0
Fd1UBvHTVzyR2RUqM_lFJA	evening	6	1	0	short	high	Saint Louis	Restaurants	2	0	1
Fe5Q2saATrFH4V-y6yhfAw	evening	3	0	0	medium	high	Philadelphia	Beer	1	0	0
Fe9WDVsrEM9H0X_aFDuYVA	evening	0	0	0	medium	high	Clayton	Diners	2	1	1
FjGAm10tARIypt5fYGpfqQ	morning	2	0	1	long	high	Pinellas Park	Fast Food	1	0	0
FlWCsBiNoI4XTwZD8f_q0Q	afternoon	3	0	1	long	high	Saint Louis	Parent Cafes	2	1	1
FnEkr6LzjuGsg93Z7fkl7Q	afternoon	3	0	1	long	high	Philadelphia	Bars	2	1	1
Fok0BLJP0OMxbbl3l6QmZA	afternoon	1	0	0	medium	high	Clayton	Restaurants	2	1	0
Fp2Dk2__WHq7SK1Ah6oo0Q	night	0	0	0	long	high	Doylestown	Juice Bars & Smoothies	2	1	1
FsRAHiYUERqUIeGVt49svA	afternoon	0	0	1	long	high	Philadelphia	Restaurants	1	0	0
FtkYGVPVCRuuhQhYJBSVQw	night	2	0	1	long	high	New Orleans	Food	2	0	0
G-zzByEfv2oqjcxYmPsjtA	afternoon	3	0	0	long	high	Malvern	Mexican	1	0	0
G1fQJ8k5U1gdX0vWODCZYA	afternoon	1	0	1	long	high	New Orleans	Pizza	1	1	1
G3u9BQ7cc-IcXOfNyFKmnw	night	0	0	1	medium	high	Warson Woods	Restaurants	2	1	1
G4lRmwDHdvhZAhmtlsYYBw	afternoon	4	0	1	medium	high	Nashville	Burgers	1	0	0
G4mEyZGeS_4JOuAQWg2dJA	evening	1	0	0	long	high	West Chester	Pizza	2	1	0
G503RdNVGztzLuBfNY4l3A	night	3	0	1	long	high	St Louis	Food	2	0	0
G6kRQylkjNNE-yUXM2muBg	afternoon	0	0	1	short	high	Brandon	Bagels	1	0	0
G6qbByoO3QE-rft_1J94eQ	afternoon	0	0	1	long	high	Bridgeton	American (Traditional)	2	1	0
G9ez1w58i_ReNqnlRoSpBA	night	1	0	1	medium	high	Edwardsville	Restaurants	2	1	1
GApqfwJMxg4t2tk3K2PpMw	morning	5	1	1	long	high	Tampa	Kebab	2	0	1
GBTPC53ZrG1ZBY3DT8Mbcw	afternoon	0	0	1	long	high	New Orleans	German	2	1	0
GCUXKnSTI-pqwJokt7lTzQ	night	2	0	1	long	high	Blackwood	Italian	2	1	1
GJC3QI31IV5Q4kVHIM498Q	morning	2	0	1	long	high	Newtown	Restaurants	1	0	1
GJRL2aR72jk7xnQh3hn1fA	evening	5	1	0	long	high	Plymouth Meeting	Event Planning & Services	2	1	0
GJnYFvk9kbM182bKMFSAvg	night	3	0	1	medium	high	Clayton	Italian	3	1	0
GNnDvJwtA9C1XFf-yv4KVA	afternoon	1	0	1	medium	high	Philadelphia	Mexican	1	0	0
GOSVLhjUT6TnrPhkkmDOpw	afternoon	0	0	1	medium	high	Philadelphia	Coffee & Tea	1	0	1
GUMVStVaJfWmCIpQA4TtHg	night	0	0	1	long	high	Philadelphia	Restaurants	2	0	0
GUNpbcLvHZLE3NpOifjNUQ	evening	6	0	1	long	high	Philadelphia	Restaurants	2	1	1
GV-e7Op4aU98xkjjoKlRhA	afternoon	2	0	1	long	high	Saint Louis	Basque	2	1	1
GVqXNt0HKJLpciN9ePxnWw	night	2	0	0	medium	low	Philadelphia	Restaurants	1	0	0
GVtJD93hEh7pQD29bmyTQA	evening	6	1	1	long	high	Bensalem	Specialty Food	1	0	0
GWUkk9aKgvE4iRbDmJtuVw	afternoon	6	1	0	long	high	Largo	Restaurants	1	0	0
GYAX9mPGYx9VfwDiuIl_9Q	evening	5	0	1	long	high	Philadelphia	Restaurants	1	0	0
GYn2pPeu3rwIcWmo1m1nmA	night	2	0	1	medium	high	Philadelphia	Sandwiches	1	0	0
G_gkdBVK8N5Sp9CSGnYeMw	evening	3	0	1	long	high	Carmel	Bagels	2	1	1
G_kesdiiYUmTWV9yRHcuCg	evening	1	0	1	medium	high	Bensalem	Pizza	1	0	0
GaktVVj3HWX0sVMlCXCWZw	afternoon	0	0	0	long	high	Reno	Wine Bars	2	1	1
Gf1EboxqdJ9SPsVJur93Cw	afternoon	4	0	1	long	high	Indianapolis	Fast Food	1	1	0
GgkQtx8S_UvqO9vRJNqANA	afternoon	3	0	1	long	high	Brentwood	Chinese	1	0	0
Gjp3AjbcW3MQjkQv6BPQKA	afternoon	1	0	0	long	high	Ballwin	Food	2	1	1
GlYN-RJyL_YwxIqsSDo1ag	evening	0	0	0	long	high	Tucson	Diners	1	0	0
Gm2t6tXjy0mNudBFsBxeJA	evening	6	1	1	medium	high	Trinity	Ethnic Food	1	1	1
GmJDCmDhtKbjofeO35yBrw	night	6	1	0	long	high	Philadelphia	Delis	1	1	0
GnpvpmHQu3yJ9lrWzd90GQ	evening	2	0	1	long	high	Mount Laurel	Food	2	0	0
Gpf61fcPpeUgnG0aMEbhoQ	night	5	1	0	long	high	Cherry Hill	Hotels & Travel	2	0	0
GqQSFMLaM25zcM5OnCWnnQ	evening	5	1	1	long	high	Reno	Coffee & Tea	1	0	1
GqUv8rF5h3ZZFfj7S9tgyQ	afternoon	1	0	1	long	high	Wayne	Buffets	2	0	0
GsDwQ9NzKu8eaAGFhkOtnQ	evening	5	1	1	long	high	Marrero	Bakeries	1	1	1
Gscb04_HRI-p_J2ABHVILA	morning	1	0	1	long	high	Mt Juliet	Mediterranean	2	1	1
GtfM73QC1y4_j8ghKPSt_w	afternoon	1	0	1	medium	high	Harvey	Ice Cream & Frozen Yogurt	2	1	1
Gw7UW0E2BguzL9suQnwDeg	evening	4	0	1	medium	high	Philadelphia	Restaurants	2	0	0
Gw_PUqVT9e4AiC_kj9BJJw	afternoon	3	0	1	long	high	St. Louis	Restaurants	2	0	0
GyC36Pn0Q1-qHnqXys6yFg	evening	0	0	1	long	high	Tampa	Southern	2	0	1
H-1qpp_77KggOAr9htUrEw	afternoon	5	1	1	long	high	Montecito	Tapas Bars	2	1	1
H-8Z-HoiattyFaZSv6M2XA	afternoon	0	0	1	long	high	Southampton	Sports Bars	1	1	0
H1ZTsd_d-wvunsT3ZmoBvg	afternoon	1	0	1	long	high	St. Louis	Italian	2	1	0
H2nFgEFitRk7ltE8IRH0xA	evening	2	0	1	long	high	Tampa	Restaurants	1	0	0
H3JjbID9Zhukpqr9uupHAA	night	1	0	1	long	high	Nashville	Burgers	2	1	1
H47H_73y7aZ9KHpzct-xBg	afternoon	3	0	1	medium	high	Philadelphia	Ice Cream & Frozen Yogurt	2	0	0
HA-X-YkTt9K7c-fkhE-g4Q	evening	0	0	1	long	high	Doylestown	Local Flavor	2	0	0
HCbJPXWXvwN-C7XfmVy3gA	evening	1	0	1	medium	high	Indianapolis	Desserts	2	1	1
HCqmx4ENAZ76SAjoalj-MQ	afternoon	6	0	0	medium	high	Franklin	Barbeque	2	1	0
HFhjwiTaIzXrKCPiN5EXmw	morning	4	0	0	medium	high	Santa Barbara	Grocery	2	0	0
HHWTWs8sa7cE3ksH3_BCTw	afternoon	0	0	0	long	high	Philadelphia	Coffee & Tea	1	0	1
HIP3cUb0T8-0W8ZNmcMUvw	evening	3	0	1	long	high	Nashville	Cupcakes	2	0	0
HJNRlG5nM4Bxy97PmNNaTQ	night	1	0	0	medium	high	Harleysville	Restaurants	2	0	0
HMQ1HMB6r__ol7tSaiNvfg	afternoon	2	0	0	long	high	Indianapolis	American (Traditional)	2	0	0
HPVpxcwDVjgZatc4M8bEnw	night	1	0	1	medium	high	Frazer	Restaurants	1	0	0
HQ-C47_Xi5it1KzwEc0u0A	morning	5	1	1	short	high	Santa Barbara	Pizza	1	1	0
HSyOKS1cbfNWFoRCARNfcw	afternoon	6	1	1	long	high	Indianapolis	Restaurants	2	0	0
HTqXI5S2XcSlh_ylx9sE6g	afternoon	0	0	1	medium	high	Philadelphia	Food	2	0	0
HU-S7rzIE1qDkCy4L54CHA	night	5	1	1	medium	high	Tampa	Beer	1	1	1
HUp0fqvl0XbZmrCp5FfBjw	evening	3	0	0	medium	high	Philadelphia	Seafood	2	1	0
HWTQEMcz38T34AA7Q4vagg	evening	0	0	1	long	high	Metairie	Food	2	0	0
HYK6JACOzRHk2XHUjbyJ6A	afternoon	1	0	1	long	high	Oldsmar	Restaurants	1	0	1
Hb8bZ1xfIbmMfiMC-LTKOA	afternoon	2	0	1	long	high	Bryn Mawr	Desserts	2	0	0
HcEOK1WiOpHvhZtp7PkRmg	afternoon	2	0	1	medium	high	Nashville	Restaurants	2	1	1
Hcn6gI1MLg4tUJ9SfdUVqg	afternoon	5	1	0	medium	high	Edmonton	Food	2	1	1
HinqCyHjP0eRgoNTu-pmgQ	evening	4	0	1	long	high	Kirkwood	Shaved Ice	1	0	0
HjLYCBxJti8V-hsP_yVZ3w	evening	1	0	1	short	high	Boise	Vegan	2	1	1
HjQO6KoOsdNk-rHpYwYfNQ	afternoon	0	0	1	long	high	Frontenac	Food	3	1	0
Hl1snIVcDuihCT1raOwe3A	evening	0	0	1	long	high	Marana	Mexican	1	0	0
Ho0uAnaLL57On7enESYfeA	night	4	0	1	medium	high	Fairview Heights	Health & Medical	2	0	0
HoJGFsgQUDSgVMwjNaofDg	evening	0	0	0	long	high	Collingswood	Steakhouses	3	0	0
Hp3Ony7yW60VPuWHQFIIHA	afternoon	4	0	1	long	high	New Orleans	Delis	1	1	1
Hpe-2Omu5-U3S2NrouHcdQ	night	0	0	1	medium	high	Brandon	Sandwiches	2	0	0
HqCIG880GCE5OzUAkbc-JA	afternoon	4	0	0	long	high	Wayne	Sandwiches	2	0	1
Hr2uEAG9O2q0nDwEs4cExg	evening	4	0	1	long	high	Cherry Hill	Restaurants	2	1	0
HuDNHqKv9n1mWpe4BqCnwA	morning	1	0	1	long	high	Philadelphia	Restaurants	1	0	0
HwzX71bG7DVciNpuW32M3A	afternoon	5	1	0	long	high	Exton	Restaurants	2	1	0
I0053JmJ5DEFUWSJ8pikhA	night	0	0	1	long	high	Tucson	Buffets	2	0	0
I0I2mkCOPTYVSLpc8A8VVw	afternoon	6	0	1	long	high	New Orleans	Personal Chefs	3	1	0
I0jFTYVDs-WHwKR2XHQlRA	night	6	1	0	long	high	Santa Barbara	Thai	2	1	0
I13c2-Yo7hn2BKwCI81HSQ	afternoon	1	0	1	long	high	Saint Louis	Pizza	1	0	1
I1h0GRYp86eX-XqwVXsSGA	evening	6	1	1	medium	high	Tampa	Restaurants	2	0	0
I2CxrvM0BGH1svfxqGGD2g	afternoon	0	0	1	long	high	Nashville	Automotive	2	1	1
I2Yt74AzSQFfyQqgN7PSEg	evening	1	0	1	long	high	Indianapolis	Venues & Event Spaces	2	0	0
I3xJD0fXyiokQtb_6sn0fQ	afternoon	1	0	0	long	high	Wayne	Food	1	0	0
I4TFiNX5gTsJBnEGH2Tl8Q	afternoon	0	0	1	long	high	Philadelphia	Juice Bars & Smoothies	1	0	1
I5KZm-NnxYeEQsmp6nK5_w	afternoon	0	0	1	long	high	Philadelphia	Food	2	1	1
I6L0Zxi5Ww0zEWSAVgngeQ	afternoon	2	0	1	long	high	New Orleans	Sandwiches	2	1	1
I6zne2n2FZcXtgiK5ZPuxg	afternoon	3	0	0	short	high	Clearwater	Restaurants	1	1	1
IAyHcNx5IHoLf3V4dlgFCw	afternoon	2	0	1	long	high	Philadelphia	Restaurants	2	1	1
ICqgjbOpBD9SUtE5PQC9sA	afternoon	3	0	0	medium	high	Treasure Island	American (New)	2	1	1
IFKCqDKdrAOtph_TEi8ycw	night	0	0	1	long	high	Saint Louis	Sports Bars	1	1	1
IH_ZeeTh13jQURbh31d1Kw	afternoon	3	0	1	long	high	Philadelphia	Restaurants	1	1	0
INWHqjudS0vDcVKlHyz69A	afternoon	4	0	1	long	high	Drexel Hill	Event Planning & Services	2	0	1
IPrhhRciQVhdQfEIu8_9fQ	night	0	0	1	medium	high	Zionsville	Food	2	0	0
IS0B5nLJPluVT8NwGgospA	night	1	0	1	long	high	Fairview Heights	Comfort Food	2	1	0
ISBBeqLeERHiKfqa7PZkuA	night	0	0	1	long	high	Edmonton	Diners	2	0	1
IUgQmteI-mbt_qjL2ZENKA	morning	5	1	0	medium	high	Santa Barbara	Restaurants	3	1	1
IW_uYAP59YwLVurBUfhs4A	evening	3	0	0	long	high	St. Petersburg	Restaurants	2	1	0
IYlUaKC9nICjiWdk-ShPlg	evening	1	0	1	medium	high	Carmel	Restaurants	2	1	1
IYzBKfT_JolGL-MA4STQYA	afternoon	1	0	0	long	high	Saint Louis	American (Traditional)	2	1	1
IZmCSGeXLCB-Y2UvJrvr-A	night	3	0	1	long	high	New Orleans	Salad	2	1	0
IZv79jZv6el1sBHrG7426g	afternoon	1	0	1	long	high	Des Peres	Steakhouses	3	1	1
IbndcMURguByburM72o3SA	afternoon	3	0	1	long	high	Newtown	Korean	1	0	0
Id_FzuIECTCom2UeENyxlg	evening	0	0	0	medium	high	Edmonton	Grocery	2	0	0
IfZ5Xqh5VNxM-HDhKPUlXg	afternoon	5	1	0	long	high	Warminster	American (New)	3	0	0
IgNDlyLERBwFGphgcC5VDQ	evening	5	0	1	long	high	Philadelphia	Sandwiches	1	0	1
Iipfa9Kaac9XH5Vo8GQwvg	morning	5	1	1	medium	high	Edmonton	Coffee & Tea	2	0	1
IjtKwA7njLjTvZr0nFSLeA	night	3	0	1	long	high	St. Pete Beach	Restaurants	2	1	1
IoHOUGETebGrG3oDGSoAdg	night	2	0	1	long	high	Sewell	Coffee & Tea	1	0	0
Iso6F11o-W4g6d7OUEaMng	afternoon	0	0	1	long	high	New Orleans	Seafood	2	1	1
Iur3GHkwb4mJfrPhy_-48g	evening	5	1	1	long	high	Edmonton	Restaurants	2	1	0
Iv8-bf_PC-wGn5alDpaABg	night	2	0	1	medium	high	Saint Louis	Restaurants	1	1	1
IwAjIgI74YVg23pZC4shMQ	night	0	0	0	long	high	Collinsville	Bars	2	0	1
Iz3nG8ikhvLob4w8jLRlCg	afternoon	3	0	1	long	high	Clementon	Bars	2	1	0
J-ciDDEdIHMcChGIyKZnOg	afternoon	0	0	1	medium	high	Philadelphia	Caterers	1	0	0
J2Jl-zmU7bjKsc9JZ65c-Q	evening	5	1	1	medium	high	Jenkintown	Coffee & Tea	1	0	1
J5-Y4ujpElrzPGJLYJ4tEg	afternoon	6	1	1	long	high	Reno	Restaurants	2	1	0
J55AT36H5EeJ9ey8etGjHA	evening	0	0	1	long	high	Hermitage	Food	1	0	0
J7Oo9rhwX7O3ak54pu_Mhg	evening	0	0	0	long	high	Nashville	Fish & Chips	1	0	0
JBGNJR4pBRiyThsoKWsdnQ	evening	0	0	1	long	high	Creve Coeur	Salad	1	0	1
JDwp5guESWuyng2MSBYEjg	evening	2	0	1	long	high	Tampa	American (New)	2	1	1
JF7iyI3wA_AKi_iXOKi0Qw	evening	2	0	0	long	high	Ardmore	Italian	2	1	1
JFUTJaE3REmCne1hnWm-OQ	afternoon	2	0	1	long	high	Saint Louis	Food	1	0	0
JI3-QZwm6vihIFBcekgyaA	night	4	0	1	long	high	Edmonton	International	3	0	0
JJNCJWaH2KV44r9aeEBlqA	evening	0	0	1	long	high	Indianapolis	Breweries	2	0	0
JOfBsNewE5J0rHG5LdlZeg	evening	4	0	1	long	high	Saint Louis	Restaurants	2	1	1
JOvNunKJlWhwJRwLmUR9ZA	evening	0	0	1	long	high	St Petersburg	Bars	2	1	1
JPm93BlP-UHYPqFgK66JUw	afternoon	2	0	1	long	high	Haddon Heights	Coffee & Tea	1	1	1
JQz0_R70G3bjQ5dRqrhxKQ	afternoon	2	0	1	long	high	Clearwater	Salad	2	1	1
JRoY9Mx2LghIki2Uo1SOJA	afternoon	4	0	1	long	high	Belleville	Bars	2	1	1
JUlsvVAvZvGHWFfkKm0nlg	evening	0	0	1	long	high	Philadelphia	Mexican	2	1	1
JVekj-AqcU46mg7rzN_nOg	evening	0	0	1	long	high	West Berlin	Diners	2	1	0
JX4tUpd09YFchLBuI43lGw	afternoon	1	0	0	long	high	Edmonton	Arts & Entertainment	2	0	0
JYDd5sgn18DqDnTnq_tBRQ	evening	4	0	1	long	high	Sparks	Restaurants	2	1	1
JZVK_yoV48O_2gDykG_1Ow	evening	3	0	1	long	high	Philadelphia	Seafood	2	1	0
J_195G8K_MziKZEXj7Nxdw	afternoon	1	0	1	long	high	Saint Louis	Food	1	0	0
JakK5CvB7qYMEGqbuNh5fg	evening	1	0	1	long	high	Smyrna	Fashion	2	0	0
JbKTtN9goxrWEvuGmE4FOQ	afternoon	0	0	1	short	high	Philadelphia	Restaurants	1	0	0
JbS_D8lxOm4UWa-yC4z5NA	afternoon	1	0	0	medium	high	Kennett Square	Restaurants	1	0	1
JcP1z6eZBgTIcxWlyxSw0g	afternoon	0	0	0	long	high	New Orleans	American (New)	3	1	1
JgTSG4rIDf20Kgp6U_asng	afternoon	4	0	1	long	high	St. Louis	Pizza	2	1	0
JgpnXv_0XhV3SfbfB50nxw	afternoon	6	1	1	long	high	Tampa	Restaurants	1	1	0
JhrvtLpCEQcYrZLbb6CZGw	evening	0	0	1	long	high	Nashville	Sandwiches	1	1	1
Jn_F3hYqknRTepCg6om04Q	night	0	0	1	long	high	Brentwood	Mexican	1	0	1
JomDoQafikclSVVCPkWjnA	night	3	0	1	long	high	Philadelphia	Diners	1	0	0
JrlYnMIFLq2NWLk9EbM4AA	evening	1	0	1	long	high	Doylestown	Candy Stores	2	0	0
JroMBSRiVq1u8-KZVDZh7g	afternoon	2	0	0	long	high	Saint Louis	Restaurants	1	0	0
JtwyVOjFQvI2VZwZHta-dw	evening	4	0	1	long	high	Phoenixville	Salad	2	0	0
Juoz1CK-bqCNFtOA02BtjA	afternoon	3	0	1	medium	high	Indianapolis	Bakeries	1	0	0
JvawJ9bSr22xn4R9oLvl_w	evening	4	0	0	long	high	New Orleans	Southern	2	1	0
Jvmj49D0GGnvCpjN0LXqEg	afternoon	6	0	0	long	high	Clearwater	Breakfast & Brunch	1	0	0
Jx2AoB_IQOUrZ3s6fdAUSA	night	4	0	1	long	high	Tampa	Coffee & Tea	1	1	1
K1r1fGmCbrmC_V6Aj22Zew	evening	5	0	1	long	high	Tucson	Bakeries	2	0	1
K4TlU26IH19tM_VvTMnpyg	afternoon	2	0	1	long	high	New Orleans	Cafes	1	0	0
K5ffo0hkwhG33BDNQrJF6A	afternoon	3	0	1	long	high	Doylestown	Restaurants	3	1	1
K8b2MQ5Az59-nzvqUfjJEQ	afternoon	0	0	1	long	high	Philadelphia	American (New)	3	0	0
K9gaM9XdGqGWsQMdjpxFIQ	morning	5	1	0	medium	high	Philadelphia	Coffee & Tea	1	0	0
KA9WEoGHr9Ae0pFXZqzylQ	evening	6	1	1	medium	high	Saint Louis	Dance Clubs	2	1	1
KAk07Tbv0UsoY-s7RYfepg	night	1	0	1	long	high	Tucson	Restaurants	2	1	0
KBsLYznLfnJEY3RIBUZe0Q	evening	3	0	1	long	high	Reno	Asian Fusion	2	1	0
KDC4yE8av8-A5TxgmjjUiw	evening	1	0	1	long	high	Tucson	Bowling	1	1	0
KIqFPQi5JYECJruPPRtGvA	night	0	0	1	medium	high	Fenton	Restaurants	1	0	1
KOAz86HXkNKNvEExrGXxlQ	night	5	1	1	medium	high	Jefferson	Caterers	1	1	1
KOprnHl3K-oXWszxZKESow	morning	2	0	1	medium	high	Lutz	Coffee & Tea	1	0	1
KP5OncF2jhT7_J1phHPPww	afternoon	1	0	1	long	high	Tampa	Mexican	2	1	1
KR3JxgQ4ZhcqUC6aNsUCEA	afternoon	0	0	1	long	high	St. Louis	Desserts	1	0	0
KSP4BhUnu-skBxlRT9MLRQ	morning	2	0	1	medium	high	Gretna	Grocery	2	0	0
KTGEa8V9ec0QBYM_uk1YLQ	afternoon	3	0	1	medium	high	Philadelphia	Food	2	0	0
KUYGwEEEM8yFkCf-CxpRPQ	night	5	1	1	long	high	New Orleans	Restaurants	2	1	0
KVwQkBd8tJCDVc8O6_tMOg	evening	2	0	1	long	high	Oldsmar	Chinese	2	1	0
KYFJ7qh7bYYAsjnGrhH3NA	evening	0	0	1	long	high	Tucson	Bubble Tea	1	0	1
KZe5kpIHWVuJl6WgNYzceg	afternoon	0	0	1	long	high	New Orleans	Cajun/Creole	1	1	0
K_WZrMHAjqZ5DThAw4ZKMQ	night	3	0	0	long	high	Indianapolis	Restaurants	1	1	0
KcTLv46oThYuSujjb4EfEA	afternoon	0	0	1	medium	high	Phoenixville	Restaurants	2	0	0
KgozvZ1UFfXuJToqe8CfQg	afternoon	1	0	1	medium	high	Philadelphia	Chinese	1	0	0
KhBUg5QhBYuK8RZAe5gDMQ	evening	0	0	1	medium	high	Tampa	Restaurants	2	1	0
KhOotseBoEeUcerjpmws1w	afternoon	2	0	1	long	high	Springfield	Burgers	2	0	0
KiE0h68HGOO7ZXAqkMBdiw	evening	3	0	1	medium	high	Santa Barbara	Food	1	0	1
Km94SEqBokmuM_HKoy7WJQ	afternoon	0	0	1	medium	high	Wilmington	Fashion	2	0	0
Knd4u3v3I_6SbAzp_gbXaQ	night	6	1	1	medium	high	Plant City	Food	1	0	1
KtpZkMxiOp1V9NEqMSMO3w	evening	4	0	1	medium	high	Columbia	Fast Food	1	0	1
KuLi91b-N_0XY_3IA72RJQ	afternoon	1	0	1	long	high	Philadelphia	Food	1	0	0
KwCZuRlaeciJsOXkCOtjDA	night	3	0	1	medium	high	Tampa	Butcher	2	0	0
Kzf6VUWTKtSBd4OWUfwlkg	afternoon	6	1	1	medium	high	New Palestine	Hot Dogs	1	0	1
L-YdO_NODKXXT3bkS0nUpg	night	0	0	1	long	high	Saint Pete Beach	American (Traditional)	2	1	1
L05ILI6HOWCXo3vsih4pLQ	afternoon	1	0	1	long	high	Conshohocken	Food	1	0	1
L2pmVQMrpY-yZwZkZoRt5g	evening	4	0	1	long	high	Philadelphia	Restaurants	1	1	0
L3V21nAe-CicW2bvtNWa0g	night	0	0	1	long	high	Philadelphia	Sushi Bars	2	1	0
L3h60m908xbwVGI0_O4Ikw	afternoon	2	0	0	medium	high	Philadelphia	Food	2	0	0
L7i_5DydYEKwPLfcDBRYDA	evening	4	0	1	medium	high	Voorhees	Mexican	1	1	1
L9sNYgV-TKTQdkaeEZBqEg	night	6	1	1	long	high	Saint Louis	Thai	2	1	0
LA-UhlHBjHWURfesRZtE1w	afternoon	5	1	1	long	high	Plainfield	Donuts	1	0	0
LACylKxImNI29DKUQpWuHw	night	3	0	1	medium	high	Philadelphia	Restaurants	1	0	0
LAOdChV60GwEJHE7UwDKyw	afternoon	3	0	0	medium	high	Clearwater	Restaurants	1	0	0
LCS2sJH5S2kFquIL_FIqAg	afternoon	5	1	1	long	high	Sewell	Food	2	0	1
LCpHFLUQhVMhfpNngtf_Ew	night	0	0	1	long	high	Reno	American (New)	2	1	1
LDkD5R5N7CG9yCD0YSLMZA	night	4	0	1	long	high	Tucson	Chinese	2	1	1
LGi-u2zVoSciM0F_2nSg8g	afternoon	2	0	1	medium	high	Maple Shade	Department Stores	2	0	0
LH7kN8nAyF2JE5higfK4ZA	night	0	0	1	medium	high	Wimauma	Mexican	1	1	1
LH8R7UsbSQfvojE7xbgHJw	afternoon	4	0	1	long	high	Greenwood	Ice Cream & Frozen Yogurt	1	0	0
LJ7nGzqbmY44UZFVEfVNXw	afternoon	5	1	0	long	high	West Chester	Restaurants	2	1	1
LQcGL4hfJAeK6bk2ZdhmXw	afternoon	4	0	1	long	high	Tucson	Fast Food	1	0	1
LRBfRUbmFdD6x5df8ErqqA	night	0	0	0	short	high	Wynnewood	Grocery	2	1	0
LSxmfbgcZLdQ5ai2vf2nmA	afternoon	3	0	1	medium	high	Newark	Vegetarian	1	1	0
LT4A5jVMURvH_DKdr7A91w	evening	1	0	1	medium	high	Levittown	Sandwiches	2	0	1
LTTRaIO-p4zjvXtw9zm1Wg	night	0	0	1	long	high	Saint Louis	Restaurants	2	1	1
LTtmAHFW3nWLirD--VWAEw	night	6	1	1	long	high	Tucson	Automotive	2	0	0
LVteL0Rnh2E_yOFCLJUPhg	afternoon	1	0	1	medium	high	Media	Pizza	1	1	0
LYVPT1EpMzn9WT0ptvZuAQ	night	5	1	1	long	high	Creve Coeur	Fast Food	1	1	1
LZEe4gVp1BNqYdGl-OZzBg	night	3	0	1	medium	high	Gretna	Burgers	1	0	0
L_TT0BFmFwORAMaA83K54A	afternoon	3	0	1	long	high	Indianapolis	Gastropubs	2	0	0
LdK6Tqr9-QK8eNezCUes9A	night	3	0	1	long	high	Philadelphia	Sandwiches	1	0	1
LfrCUDzg66jncxLvNxBnlg	night	6	0	1	long	high	Philadelphia	Gluten-Free	2	0	1
LkskzKzo_S8YmG1dGn4hag	evening	4	0	1	medium	high	Tampa	Tex-Mex	1	1	1
LktIfbmd3k0kDiWibGw7DQ	afternoon	4	0	0	short	high	Indianapolis	Chicken Wings	2	1	1
Llu8_Lx2DFthmr99_eiOLA	evening	0	0	1	medium	high	Saint Louis	Bakeries	1	1	0
LmbGTYqufVQX8kWuUzO8mg	night	3	0	1	medium	high	Tucson	Active Life	2	0	0
Ln5j6LRuXur3E5U86WjOJg	afternoon	5	1	1	long	high	New Orleans	Venues & Event Spaces	1	0	1
LnJSsNVZkStgtj86fJrKxQ	evening	5	1	1	long	high	Indian Rocks Beach	Bars	2	1	1
LnQRfj3pPz0369stRnwUWw	night	6	1	1	medium	high	Valrico	Japanese	2	1	0
LnZvGYbqozanOSevcftnrw	afternoon	3	0	1	long	high	Philadelphia	Sandwiches	2	0	0
Lp7o7wv0-QtupZeZP0QcMg	afternoon	2	0	0	long	high	Glenside	Beer	2	1	0
LqF5QiIm89Ea9wtc0cdPCA	afternoon	1	0	1	long	high	Indianapolis	Dive Bars	1	1	1
LqaIFNWnwmy3PInuBDpAxg	night	1	0	1	long	high	Boise	Restaurants	2	1	0
LrUQOSOfuus8pcCHJwaQWg	evening	0	0	1	long	high	Indianapolis	Breweries	1	0	0
