user_id	item_id	rating	hour_of_day	day_of_week	is_weekend	season	time_slot	user_elite	user_experience	city	category	price_range	alcohol	outdoor_seating
74657	7982	1.0	17	1	0	2	1	0	2	236	543	2	2	1
130819	4836	5.0	3	4	0	3	3	0	3	320	144	2	2	0
48026	9541	5.0	18	1	0	2	1	0	2	391	606	2	0	0
72798	1298	5.0	5	6	1	1	3	0	3	328	33	2	1	1
5639	2540	4.0	21	6	1	1	3	0	0	370	214	3	1	0
101089	792	1.0	17	2	0	3	1	0	3	203	71	2	2	0
5452	8981	4.0	23	2	0	1	3	0	0	478	606	2	1	0
91307	54	1.0	1	6	1	4	3	0	0	328	317	2	2	0
134107	5809	5.0	2	0	0	4	3	0	3	324	51	2	1	0
143629	9213	3.0	19	4	0	3	1	1	0	370	324	1	2	0
100696	5588	3.0	20	0	0	2	1	0	2	502	543	2	1	1
30299	2824	5.0	23	0	0	2	3	1	1	502	340	2	0	0
124949	9716	5.0	22	6	1	3	3	0	0	419	550	1	2	1
29430	2696	1.0	23	5	1	2	3	0	2	370	432	2	1	1
90300	3745	5.0	7	3	0	1	2	0	0	370	179	1	2	0
105417	5809	5.0	15	3	0	1	0	0	2	324	51	2	1	0
41445	7620	3.0	15	4	0	1	0	1	0	370	383	2	0	0
7169	4489	5.0	2	0	0	3	3	0	3	391	234	2	2	0
39121	1500	5.0	15	4	0	1	0	0	3	324	341	2	0	0
125133	3687	5.0	15	6	1	3	0	0	3	81	548	2	0	1
102284	1162	5.0	1	2	0	1	3	0	3	391	216	2	2	0
18779	2400	3.0	18	1	0	2	1	1	1	63	273	2	2	0
32401	5752	2.0	1	0	0	3	3	0	2	268	553	2	1	1
142482	4137	4.0	2	0	0	2	3	1	1	414	322	2	1	0
25967	3382	2.0	4	5	1	1	3	1	0	37	658	2	0	1
32767	410	4.0	22	5	1	2	3	0	2	63	543	2	0	1
15706	7126	4.0	19	3	0	1	1	1	0	370	563	2	1	0
132415	5438	5.0	6	5	1	1	2	0	3	179	397	1	2	1
13935	3764	5.0	21	0	0	4	3	0	2	328	585	2	1	0
79939	3004	5.0	22	0	0	1	3	1	0	80	543	2	0	0
137354	11140	5.0	15	6	1	3	0	0	2	324	402	2	1	0
64468	1443	3.0	23	0	0	3	3	1	1	391	571	2	2	0
30882	5923	4.0	1	6	1	3	3	1	1	391	543	2	1	1
114352	379	5.0	11	1	0	3	2	0	3	324	214	2	2	0
97541	2709	4.0	16	2	0	2	0	0	3	370	496	1	1	1
93484	9546	2.0	10	3	0	2	2	0	0	230	543	1	2	0
119790	4477	5.0	15	6	1	2	0	0	2	370	543	2	2	1
71836	6842	5.0	17	5	1	3	1	0	2	398	543	2	1	1
6003	1099	5.0	19	3	0	2	1	0	0	370	471	2	2	0
64443	2540	4.0	18	3	0	4	1	0	0	370	214	3	1	0
24342	3489	2.0	5	2	0	2	3	0	3	125	606	2	1	0
37418	427	5.0	1	5	1	1	3	0	3	63	16	2	0	1
132192	2609	5.0	1	3	0	4	3	0	3	370	340	2	2	1
55289	1821	4.0	18	3	0	4	1	0	3	328	241	1	0	1
128056	6213	5.0	19	1	0	2	1	0	0	532	123	2	2	1
54143	703	3.0	17	3	0	4	1	0	0	370	543	2	1	1
103527	3754	2.0	13	5	1	2	0	0	2	414	543	1	2	0
57502	307	5.0	18	2	0	1	1	0	3	511	378	2	2	0
25036	10102	4.0	20	1	0	2	1	0	0	324	571	2	2	0
622	8521	5.0	0	4	0	1	3	0	3	412	55	2	2	0
94669	8937	5.0	3	3	0	1	3	1	2	328	423	2	2	0
46713	703	5.0	1	4	0	3	3	1	1	370	543	2	1	1
47374	6755	5.0	16	5	1	2	0	1	1	457	690	2	0	1
17686	10142	4.0	1	1	0	3	3	0	0	218	543	2	0	1
143219	8181	5.0	3	5	1	2	3	0	3	159	241	2	1	1
15593	9022	4.0	12	0	0	3	0	0	0	370	364	1	2	1
22996	1337	5.0	21	6	1	2	3	0	3	461	241	2	0	1
32227	3764	4.0	22	3	0	4	3	0	3	328	585	2	1	0
4559	7460	4.0	16	6	1	2	0	0	0	370	15	2	1	0
121917	2684	4.0	18	0	0	4	1	1	1	370	90	2	2	1
15817	5590	5.0	20	5	1	3	1	0	3	149	543	1	2	1
125834	9537	2.0	18	5	1	4	1	0	2	250	241	1	2	1
2761	7074	5.0	21	2	0	3	3	0	2	175	543	2	2	0
52624	3192	4.0	17	1	0	2	1	0	2	502	179	1	2	0
52801	596	1.0	22	2	0	3	3	0	3	502	630	2	2	0
29106	350	5.0	15	6	1	3	0	0	0	453	241	2	1	1
9563	1976	5.0	2	4	0	3	3	0	3	159	51	3	1	0
121855	10432	5.0	1	1	0	1	3	0	2	391	38	2	2	0
135444	7412	2.0	21	6	1	1	3	0	3	478	543	2	1	0
14428	2342	1.0	1	5	1	1	3	0	3	267	241	2	1	0
100720	528	5.0	20	2	0	2	1	0	2	370	71	2	2	0
103524	7915	2.0	22	4	0	2	3	0	2	370	346	1	2	1
29537	4860	4.0	8	0	0	1	2	0	2	37	571	1	2	0
123985	2329	4.0	17	2	0	2	1	0	2	478	167	3	2	0
37267	1045	4.0	17	1	0	2	1	0	3	370	16	2	1	1
101539	801	5.0	0	6	1	3	3	0	3	61	174	2	2	0
118796	5772	1.0	13	4	0	1	0	0	3	218	176	2	2	0
66244	510	5.0	19	6	1	3	1	0	3	502	42	2	2	0
43494	10807	5.0	21	5	1	1	3	0	2	296	378	2	2	0
6392	7010	5.0	1	0	0	1	3	0	0	87	182	1	1	0
94327	2856	5.0	17	0	0	2	1	0	2	370	51	2	1	1
125601	6909	4.0	17	3	0	4	1	1	1	502	3	2	2	0
8342	6715	5.0	13	3	0	4	0	0	2	370	241	2	2	0
57496	10839	5.0	7	0	0	3	2	0	2	293	543	1	2	0
23534	9885	2.0	12	3	0	1	0	0	0	370	51	2	1	0
94407	5967	1.0	0	6	1	2	3	0	3	450	543	1	1	0
107521	8496	5.0	15	5	1	2	0	0	3	370	284	2	2	0
110287	4258	4.0	20	2	0	3	1	1	2	218	46	2	2	0
47618	8010	4.0	2	5	1	2	3	1	0	218	214	3	2	0
37767	6211	5.0	19	2	0	3	1	1	0	159	688	2	2	0
7266	1403	4.0	23	0	0	1	3	0	3	370	445	2	2	0
64534	2366	3.0	12	5	1	4	0	0	3	370	627	1	2	0
53612	5994	2.0	23	1	0	3	3	0	2	478	379	2	1	1
28271	2336	1.0	13	5	1	2	0	0	3	328	115	2	1	1
105538	1167	4.0	17	0	0	3	1	0	3	305	269	2	2	0
104826	2025	2.0	13	4	0	3	0	0	3	296	201	2	2	0
100842	6036	5.0	16	6	1	2	0	0	2	267	543	2	0	0
128206	7868	3.0	21	6	1	1	3	0	2	328	241	2	2	0
51611	3729	4.0	16	3	0	1	0	1	0	461	496	2	1	0
18219	11317	3.0	11	6	1	2	2	0	2	350	543	2	1	1
100922	1259	3.0	15	6	1	1	0	0	2	370	543	2	1	0
100636	1029	5.0	23	6	1	2	3	0	2	243	598	2	1	0
45835	9303	3.0	21	6	1	2	3	0	2	218	94	2	2	1
9881	7019	5.0	14	5	1	3	0	0	2	108	214	2	2	1
140403	5948	4.0	4	4	0	4	3	1	0	370	606	2	2	0
60292	7048	1.0	20	5	1	2	1	0	2	127	309	2	2	0
86272	9173	5.0	2	4	0	3	3	0	0	346	625	2	2	0
93260	8623	1.0	2	1	0	3	3	0	2	45	318	2	2	0
122138	478	4.0	23	3	0	3	3	0	0	370	379	3	1	1
116751	5717	4.0	2	2	0	1	3	1	1	505	401	2	1	0
131015	7415	5.0	13	1	0	3	0	0	2	370	142	2	2	0
114681	4224	5.0	22	2	0	3	3	1	0	218	587	2	2	0
126601	1451	5.0	18	0	0	3	1	0	2	218	571	1	2	0
26789	3072	5.0	14	2	0	4	0	0	2	328	264	2	1	0
77663	4515	5.0	1	4	0	3	3	0	2	328	543	2	2	1
117285	6902	5.0	13	3	0	2	0	0	3	328	543	1	2	1
28578	7449	4.0	22	0	0	3	3	0	2	444	543	2	1	0
40233	9628	5.0	20	3	0	3	1	0	3	502	393	2	2	0
96505	1821	4.0	19	0	0	3	1	0	0	328	241	1	0	1
18194	6649	4.0	21	2	0	1	3	0	2	566	690	2	1	0
103480	2856	2.0	2	0	0	1	3	0	2	370	51	2	1	1
96274	5242	5.0	21	4	0	2	3	0	0	414	223	1	2	0
19512	3518	1.0	21	5	1	2	3	0	3	142	135	2	1	0
102757	6941	5.0	4	5	1	1	3	0	3	328	660	3	2	0
104231	8337	4.0	19	3	0	1	1	1	0	125	550	1	2	0
84648	5908	5.0	23	0	0	2	3	0	3	328	51	3	1	0
35742	9023	5.0	18	5	1	2	1	0	2	391	241	2	0	0
131243	2870	5.0	1	6	1	2	3	0	2	125	646	3	1	0
74054	10785	5.0	8	1	0	4	2	0	2	419	606	3	0	1
126938	1651	4.0	2	2	0	2	3	0	2	324	1	2	2	0
6647	10652	5.0	3	5	1	1	3	0	2	391	82	1	0	1
85119	4543	4.0	17	2	0	4	1	1	1	324	660	3	1	1
105228	10792	5.0	5	5	1	2	3	1	1	478	660	2	2	0
2393	427	5.0	8	6	1	1	2	0	0	63	16	2	0	1
71523	9825	5.0	3	4	0	1	3	0	0	414	690	2	1	1
84323	3438	4.0	22	0	0	2	3	0	0	502	88	2	2	0
47079	7677	4.0	16	2	0	3	0	0	0	324	614	2	1	1
123047	231	4.0	22	6	1	1	3	0	2	328	322	1	2	0
135301	3581	5.0	20	0	0	1	1	0	3	453	147	2	2	0
125456	3200	1.0	19	2	0	4	1	0	3	370	262	2	2	0
88818	11362	1.0	14	5	1	1	0	1	1	414	543	2	1	0
6505	9720	4.0	6	4	0	4	2	0	2	478	90	2	1	0
58442	3188	5.0	23	3	0	2	3	0	2	159	281	2	2	0
40469	4137	2.0	21	4	0	4	3	0	2	414	322	2	1	0
140405	1511	3.0	18	4	0	3	1	1	0	374	241	1	2	1
126948	3689	5.0	22	3	0	2	3	0	3	26	51	2	1	1
70412	1115	4.0	16	5	1	2	0	0	2	414	615	2	1	1
12476	896	1.0	6	1	0	1	2	0	2	370	543	1	1	0
118046	2445	5.0	14	5	1	4	0	0	1	370	587	1	2	0
27201	1303	5.0	15	6	1	2	0	0	2	478	241	2	2	1
86603	3072	5.0	23	0	0	1	3	1	1	328	264	2	1	0
134068	6014	5.0	16	5	1	4	0	0	2	502	401	2	1	1
754	9825	5.0	1	0	0	4	3	1	0	414	690	2	1	1
73243	3539	4.0	1	3	0	4	3	0	3	328	548	2	1	0
45311	1298	5.0	23	2	0	2	3	0	3	328	33	2	1	1
91807	2627	4.0	5	5	1	3	3	0	0	218	16	3	1	1
126433	5255	3.0	21	1	0	2	3	1	1	414	51	2	1	0
3414	5908	5.0	23	4	0	3	3	1	0	328	51	3	1	0
100527	703	5.0	22	4	0	3	3	0	2	370	543	2	1	1
78737	4543	1.0	1	3	0	3	3	0	3	324	660	3	1	1
141308	789	4.0	17	2	0	3	1	1	0	463	241	2	0	0
72874	8464	5.0	2	1	0	1	3	1	2	328	432	2	1	0
65802	1301	3.0	3	6	1	1	3	0	3	4	117	2	2	0
27907	8140	5.0	21	3	0	2	3	0	2	288	550	1	2	1
28952	2128	4.0	1	0	0	4	3	0	2	45	401	1	0	1
93428	11330	1.0	1	1	0	4	3	0	3	269	598	2	1	1
27425	7482	4.0	14	5	1	4	0	0	0	391	51	2	1	0
60023	7482	5.0	5	1	0	4	3	0	2	391	51	2	1	0
66961	7474	1.0	23	6	1	2	3	0	3	125	543	2	2	0
101330	5701	5.0	18	3	0	1	1	0	2	391	561	2	2	0
55013	5994	5.0	0	4	0	4	3	0	0	478	379	2	1	1
86682	6972	5.0	23	3	0	3	3	0	2	448	625	2	0	0
7624	8426	4.0	13	5	1	4	0	0	3	328	342	2	1	1
19983	8473	4.0	23	5	1	4	3	1	1	218	543	2	0	0
75765	716	5.0	15	2	0	3	0	0	3	218	324	2	1	0
117137	211	4.0	1	0	0	1	3	1	1	370	397	2	2	0
80508	4714	5.0	3	3	0	3	3	1	1	391	214	2	2	0
87112	238	5.0	22	2	0	1	3	1	0	480	631	2	2	0
109059	2382	5.0	23	0	0	4	3	0	2	502	273	2	1	1
134998	697	2.0	15	0	0	1	0	0	2	80	541	2	2	0
47680	6813	5.0	1	5	1	1	3	0	2	86	309	2	2	0
7727	3130	5.0	2	2	0	2	3	0	2	37	43	2	2	0
108685	410	5.0	4	2	0	2	3	1	1	63	543	2	0	1
29100	4714	4.0	6	6	1	2	2	1	0	391	214	2	2	0
57586	5413	4.0	21	0	0	3	3	0	3	391	241	2	1	1
126395	1416	4.0	7	6	1	4	2	0	0	391	340	2	1	0
36019	1259	4.0	14	4	0	4	0	0	3	370	543	2	1	0
6771	2067	4.0	20	1	0	4	1	0	3	478	360	2	2	1
72536	11140	2.0	4	5	1	1	3	0	3	324	402	2	1	0
7335	8699	5.0	21	4	0	2	3	0	3	324	543	2	0	0
10266	10105	4.0	13	3	0	2	0	0	1	370	51	2	1	0
136323	1199	1.0	14	4	0	3	0	0	3	551	550	2	0	0
82516	392	5.0	4	6	1	4	3	0	3	370	666	2	2	1
9464	8464	4.0	23	6	1	3	3	0	2	328	432	2	1	0
132687	3088	4.0	17	0	0	3	1	0	0	381	214	2	2	0
7973	1343	1.0	13	0	0	1	0	0	2	370	214	2	2	0
111302	9494	5.0	12	3	0	4	0	0	0	324	543	2	2	0
33277	3749	4.0	2	6	1	2	3	1	0	149	371	2	2	0
83803	10573	5.0	8	3	0	1	2	0	2	414	690	3	1	1
29192	8109	5.0	19	3	0	4	1	0	2	502	309	2	2	0
97061	969	2.0	0	3	0	3	3	0	2	370	543	2	1	1
101762	1837	5.0	16	4	0	2	0	0	3	502	38	2	2	0
121379	7014	4.0	22	0	0	3	3	0	3	226	553	2	1	1
62960	9676	5.0	17	5	1	3	1	0	3	419	214	2	2	0
91138	11140	5.0	0	6	1	2	3	0	2	324	402	2	1	0
59382	5908	5.0	21	3	0	1	3	1	0	328	51	3	1	0
87341	1912	1.0	19	2	0	2	1	0	3	391	543	2	1	1
88617	6541	5.0	14	6	1	4	0	0	3	49	81	2	2	1
101800	2342	4.0	12	2	0	4	0	1	1	267	241	2	1	0
69690	1595	3.0	18	0	0	1	1	0	0	114	15	1	2	0
123373	7875	4.0	15	0	0	1	0	1	1	328	81	2	1	0
23830	2072	4.0	3	0	0	1	3	0	2	415	51	2	1	1
20815	7007	4.0	18	0	0	3	1	1	1	391	395	2	2	0
137109	7409	3.0	12	2	0	3	0	1	1	478	51	2	1	1
72398	2010	4.0	3	4	0	4	3	0	2	342	625	2	1	1
121698	7224	5.0	19	6	1	2	1	0	3	554	624	2	1	0
1354	10545	5.0	20	4	0	4	1	0	2	116	167	2	2	0
119389	6158	2.0	19	5	1	3	1	0	0	370	16	1	2	1
42251	6616	5.0	18	5	1	2	1	0	2	346	543	3	2	0
32112	3467	5.0	18	5	1	4	1	0	2	502	33	2	2	0
140551	7203	5.0	18	1	0	2	1	1	0	370	378	2	2	0
14031	3461	5.0	8	0	0	1	2	0	0	370	241	2	2	1
97188	1154	5.0	3	5	1	2	3	0	3	502	606	2	1	0
73597	11362	4.0	17	4	0	1	1	0	0	414	543	2	1	0
84100	5521	5.0	20	3	0	1	1	0	3	125	543	2	1	0
82554	1284	4.0	23	4	0	4	3	0	3	454	543	1	2	0
75540	5410	5.0	18	6	1	3	1	0	2	7	496	1	2	0
5133	7086	2.0	1	1	0	2	3	0	2	502	119	1	0	0
129957	4002	5.0	20	4	0	3	1	0	2	391	15	2	0	1
138584	3461	3.0	15	2	0	2	0	0	2	370	241	2	2	1
12267	834	5.0	3	2	0	4	3	0	2	391	606	2	1	0
36370	3832	1.0	20	4	0	1	1	0	2	419	41	2	2	0
137073	9213	4.0	13	5	1	4	0	0	3	370	324	1	2	0
90192	5155	5.0	18	3	0	1	1	0	2	95	187	2	2	0
51673	5145	5.0	15	6	1	1	0	0	2	370	169	1	2	0
23163	5361	5.0	20	3	0	3	1	0	3	309	324	2	0	1
73476	7875	2.0	15	6	1	3	0	0	0	328	81	2	1	0
13801	336	5.0	0	0	0	3	3	0	0	419	16	2	1	1
50736	5481	5.0	17	2	0	4	1	0	2	370	32	2	2	0
126953	11090	5.0	14	3	0	1	0	1	0	502	543	3	1	0
61187	7906	4.0	11	6	1	3	2	0	3	289	543	2	2	0
20963	8865	3.0	4	5	1	2	3	0	2	502	341	2	1	0
48479	2517	5.0	9	3	0	4	2	0	2	218	571	2	2	0
123647	10828	4.0	13	2	0	2	0	1	0	370	340	4	1	1
135469	1138	5.0	3	1	0	4	3	0	2	296	553	2	1	1
111578	5588	4.0	23	5	1	3	3	0	2	502	543	2	1	1
40196	3764	5.0	17	1	0	1	1	0	2	328	585	2	1	0
18881	2456	2.0	14	3	0	3	0	0	2	370	432	2	1	1
74258	6022	5.0	19	0	0	3	1	0	2	502	401	2	0	0
119828	7286	2.0	23	2	0	3	3	0	2	478	690	2	1	1
10917	5752	5.0	19	5	1	2	1	0	2	268	553	2	1	1
118705	11408	4.0	13	2	0	4	0	1	1	229	543	4	1	0
1743	8258	1.0	17	1	0	4	1	0	1	550	241	1	1	1
19801	10982	5.0	21	3	0	1	3	0	2	139	432	2	1	1
124532	9135	5.0	0	2	0	1	3	1	1	416	529	2	1	0
19589	5059	4.0	14	3	0	4	0	0	2	370	354	1	2	0
39360	2489	5.0	20	3	0	3	1	0	3	324	49	1	2	1
34872	784	5.0	4	0	0	3	3	0	2	419	296	2	2	1
84550	9886	2.0	0	1	0	2	3	0	2	218	543	1	0	0
51034	4387	3.0	18	5	1	2	1	0	0	214	123	2	2	0
86740	2356	5.0	12	0	0	2	0	0	2	218	16	2	2	1
135985	4715	3.0	15	1	0	2	0	0	2	370	51	2	1	1
89095	10798	2.0	17	3	0	3	1	1	0	502	51	2	1	0
109621	1075	5.0	15	2	0	3	0	0	2	357	543	2	2	0
58268	2421	5.0	15	1	0	2	0	0	0	391	51	1	0	1
18135	7117	5.0	20	3	0	3	1	0	2	159	16	2	1	0
13604	8461	3.0	11	1	0	2	2	0	2	505	553	2	0	0
10087	211	5.0	1	2	0	1	3	0	3	370	397	2	2	0
92459	10881	5.0	3	5	1	2	3	0	3	324	130	2	1	1
81736	7620	5.0	2	2	0	1	3	1	0	370	383	2	0	0
63955	10511	5.0	22	0	0	4	3	1	1	416	188	2	2	0
74193	10126	4.0	23	2	0	2	3	0	0	159	90	2	1	1
103996	8694	4.0	16	3	0	2	0	1	0	10	543	1	2	0
81844	2009	5.0	19	0	0	2	1	0	3	370	496	2	2	1
45691	7578	4.0	2	3	0	4	3	0	2	478	502	2	2	0
107790	9720	3.0	2	2	0	1	3	1	1	478	90	2	1	0
91505	10755	1.0	21	3	0	1	3	0	2	324	625	2	2	1
110690	8428	3.0	14	1	0	4	0	0	0	370	543	2	1	0
59	4078	5.0	23	2	0	4	3	0	2	370	550	1	2	1
66045	7613	5.0	23	4	0	1	3	0	2	267	543	2	0	1
77324	7378	5.0	13	4	0	4	0	1	0	441	543	2	2	0
92568	11345	4.0	19	5	1	2	1	0	2	328	553	2	1	1
52858	9668	5.0	22	0	0	4	3	0	3	164	543	1	2	1
55216	10232	3.0	23	3	0	3	3	0	0	72	354	2	2	0
38896	5712	3.0	23	2	0	2	3	1	1	37	318	2	2	0
49200	7715	5.0	3	6	1	2	3	0	2	502	543	2	1	0
86670	7328	4.0	3	6	1	4	3	1	1	324	296	2	0	1
40161	6438	5.0	23	5	1	2	3	0	3	139	543	2	2	1
136066	4543	3.0	16	5	1	4	0	0	2	324	660	3	1	1
9451	9387	5.0	15	6	1	1	0	0	2	328	241	2	0	1
82334	9309	4.0	13	1	0	3	0	0	2	218	432	2	1	1
85985	2856	5.0	18	0	0	2	1	0	0	370	51	2	1	1
42183	5180	4.0	2	5	1	2	3	0	0	328	95	2	1	1
138602	9003	5.0	1	1	0	2	3	0	1	370	397	2	2	1
576	5781	5.0	14	6	1	3	0	0	3	239	341	2	0	0
123523	3960	5.0	21	6	1	3	3	0	2	415	16	2	1	1
56404	619	5.0	12	2	0	3	0	0	3	15	346	2	2	1
12376	9382	1.0	4	5	1	4	3	0	2	328	553	2	1	0
30546	8905	4.0	16	1	0	4	0	0	0	324	129	2	1	0
105760	5212	4.0	19	3	0	1	1	0	2	204	432	2	1	1
58144	10506	5.0	13	0	0	1	0	0	3	414	174	2	1	1
125962	6310	5.0	23	1	0	1	3	0	3	330	321	2	2	0
20076	6751	5.0	2	5	1	2	3	0	2	414	169	1	0	0
105381	2562	2.0	0	5	1	3	3	0	2	370	543	2	1	1
51076	5495	5.0	17	0	0	1	1	0	0	82	241	2	1	1
46604	2741	3.0	15	0	0	3	0	1	2	324	241	2	1	1
3869	10105	3.0	17	4	0	2	1	1	0	370	51	2	1	0
123585	3814	3.0	21	5	1	3	3	0	3	391	318	2	2	0
27250	9494	4.0	3	4	0	2	3	1	0	324	543	2	2	0
34642	3186	2.0	17	3	0	4	1	1	0	16	241	2	1	1
102396	10158	1.0	0	2	0	2	3	0	3	370	55	2	2	0
26487	11271	5.0	19	2	0	2	1	0	3	463	283	2	2	0
67879	1549	5.0	23	4	0	2	3	0	2	218	598	4	1	0
31345	7971	5.0	17	0	0	4	1	0	2	391	553	2	2	1
67544	5059	4.0	1	0	0	4	3	0	3	370	354	1	2	0
47258	450	1.0	22	5	1	1	3	0	3	72	33	2	2	0
77841	8566	5.0	17	4	0	1	1	0	3	328	283	2	2	0
21121	10743	5.0	21	2	0	4	3	0	3	478	543	2	0	0
49039	2072	5.0	0	2	0	2	3	0	2	415	51	2	1	1
123624	5115	5.0	1	3	0	3	3	0	3	277	15	2	1	0
24925	5306	5.0	19	1	0	2	1	0	0	324	51	2	1	1
93365	3365	4.0	22	6	1	1	3	0	3	324	543	2	1	1
82254	7870	5.0	5	3	0	1	3	0	2	125	666	1	2	0
12159	11177	1.0	20	2	0	4	1	1	0	391	90	2	2	0
21661	11140	4.0	0	5	1	1	3	0	2	324	402	2	1	0
36766	5588	4.0	16	2	0	2	0	0	3	502	543	2	1	1
62783	7499	5.0	22	2	0	4	3	0	2	282	194	4	2	0
39659	411	4.0	4	4	0	2	3	1	1	328	543	2	1	1
56172	4073	2.0	0	4	0	3	3	1	1	138	42	2	2	0
68480	10232	1.0	6	5	1	2	2	0	2	72	354	2	2	0
136932	8808	5.0	16	0	0	1	0	1	1	478	134	2	1	0
109434	11301	4.0	2	1	0	3	3	0	2	414	318	2	2	0
18030	768	4.0	15	1	0	1	0	1	1	527	543	1	2	0
92447	3710	5.0	20	1	0	3	1	1	0	436	222	2	2	0
92825	2315	4.0	17	0	0	1	1	1	1	478	8	3	1	0
16225	8877	3.0	23	5	1	2	3	1	1	478	227	2	2	0
25291	4064	2.0	17	4	0	1	1	0	3	95	223	1	0	1
100211	3147	1.0	23	6	1	3	3	0	3	370	314	2	2	0
107509	3072	5.0	11	5	1	2	2	0	2	328	264	2	1	0
44510	9519	4.0	14	6	1	3	0	0	2	328	214	2	2	0
50327	2773	5.0	1	5	1	4	3	0	3	482	211	2	0	1
16050	461	4.0	5	2	0	2	3	0	0	324	585	2	1	0
40254	407	4.0	2	1	0	2	3	0	2	370	543	1	2	1
92341	7454	4.0	15	1	0	2	0	0	0	324	82	2	0	1
6327	5437	5.0	20	5	1	2	1	0	2	114	543	1	0	1
52663	3072	4.0	0	0	0	4	3	0	2	328	264	2	1	0
18875	336	4.0	22	0	0	3	3	0	2	419	16	2	1	1
104345	10617	1.0	15	6	1	4	0	0	2	511	119	1	2	0
89889	984	4.0	0	3	0	3	3	1	1	478	115	2	2	1
91790	5734	5.0	4	0	0	1	3	0	3	478	322	1	2	0
11154	5533	5.0	16	2	0	3	0	0	2	116	241	2	0	1
129145	4543	1.0	10	3	0	4	2	0	0	324	660	3	1	1
42679	497	4.0	6	5	1	2	2	0	0	532	401	1	2	1
72198	6724	2.0	19	1	0	4	1	0	0	370	16	3	1	1
74626	3764	4.0	12	2	0	2	0	0	2	328	585	2	1	0
77674	11053	4.0	23	0	0	2	3	1	1	483	317	1	2	0
128617	9536	3.0	9	5	1	4	2	0	2	246	543	2	1	0
88963	1727	5.0	22	0	0	4	3	1	0	502	432	2	1	1
235	8840	5.0	20	1	0	2	1	1	0	478	550	2	0	1
77092	497	5.0	15	2	0	2	0	0	2	532	401	1	2	1
104636	4817	5.0	22	0	0	3	3	1	1	218	543	2	1	1
139420	1182	5.0	0	0	0	1	3	0	0	222	179	1	2	0
73417	10103	4.0	16	0	0	1	0	0	3	328	57	2	1	1
67535	1484	1.0	22	2	0	1	3	0	3	482	55	1	2	0
11553	6506	4.0	18	3	0	2	1	0	2	81	543	2	2	0
119663	10257	4.0	22	1	0	3	3	0	2	218	179	2	1	0
61715	7145	5.0	15	6	1	2	0	0	3	419	317	2	2	0
31833	7726	5.0	23	6	1	2	3	0	2	179	241	2	0	1
18776	5826	5.0	23	5	1	3	3	0	2	414	543	2	1	0
114942	4406	1.0	16	6	1	4	0	0	3	370	130	1	2	1
66260	6585	3.0	21	6	1	1	3	0	0	370	543	3	1	0
48730	7145	5.0	21	1	0	2	3	0	0	419	317	2	2	0
50948	934	1.0	1	3	0	3	3	0	3	502	543	1	2	1
96244	8685	4.0	4	2	0	3	3	1	0	293	241	2	2	0
8499	9541	4.0	22	4	0	3	3	1	0	391	606	2	0	0
38748	2540	4.0	21	4	0	4	3	0	2	370	214	3	1	0
88817	5761	4.0	19	1	0	3	1	0	2	328	553	2	1	1
19060	7257	5.0	0	5	1	4	3	0	2	370	585	2	2	1
90148	2061	1.0	16	3	0	4	0	0	0	324	15	2	2	0
63359	6649	1.0	2	6	1	1	3	0	3	566	690	2	1	0
71752	6492	5.0	15	3	0	3	0	0	3	463	318	2	2	0
24843	8146	5.0	4	5	1	4	3	0	2	324	543	2	1	1
44203	9754	5.0	23	0	0	2	3	0	2	478	543	2	0	1
575	9769	3.0	22	5	1	4	3	1	1	108	241	1	2	1
13114	5638	4.0	3	0	0	3	3	0	3	328	640	2	2	0
7311	8722	5.0	0	0	0	1	3	0	2	324	432	2	1	0
58818	8627	1.0	19	3	0	3	1	0	2	339	214	2	2	0
72642	336	3.0	20	0	0	1	1	0	0	419	16	2	1	1
11607	1814	4.0	21	0	0	2	3	0	0	324	543	1	1	1
115730	908	5.0	13	3	0	3	0	0	2	370	284	2	2	0
74054	5475	5.0	21	3	0	3	3	0	2	419	241	2	2	0
53617	9868	4.0	21	2	0	4	3	1	1	478	322	1	2	1
131109	3882	4.0	20	0	0	4	1	0	2	328	543	2	0	0
112376	2879	5.0	2	0	0	3	3	0	3	391	496	2	0	1
56787	989	5.0	11	1	0	3	2	0	3	81	543	2	1	1
113801	2921	5.0	4	3	0	2	3	0	2	370	34	2	1	0
25858	4876	4.0	23	6	1	3	3	1	1	328	543	2	1	0
17873	9541	5.0	23	0	0	4	3	0	3	391	606	2	0	0
66631	2357	5.0	15	3	0	3	0	0	2	328	119	2	2	0
113070	5588	5.0	18	2	0	2	1	0	3	502	543	2	1	1
135323	2916	4.0	1	3	0	3	3	1	0	370	508	1	2	0
8586	10440	4.0	21	2	0	4	3	0	3	419	401	2	2	1
100882	5355	5.0	18	0	0	1	1	0	2	370	55	2	2	0
91582	4136	5.0	20	1	0	4	1	1	0	414	214	3	2	0
18090	5828	5.0	4	2	0	1	3	1	0	478	15	2	1	1
12248	7888	2.0	19	4	0	3	1	0	2	412	130	1	2	0
47307	11140	5.0	15	2	0	2	0	0	2	324	402	2	1	0
73787	3687	5.0	12	3	0	1	0	0	2	81	548	2	0	1
2692	11380	4.0	17	5	1	2	1	0	3	202	585	2	1	1
118421	7047	3.0	13	5	1	2	0	0	0	81	234	2	1	1
80735	31	3.0	20	5	1	2	1	0	2	370	550	2	1	1
