item_id:token	hour_of_day	day_of_week	is_weekend	season	time_slot	user_elite	user_experience	city	category	price_range	alcohol	outdoor_seating
2389	2	1	0	1	3	0	3	502	55	2	2	0
2390	0	6	0	1	3	0	1	324	585	2	2	0
2391	20	0	0	3	1	0	0	267	17	2	2	0
2392	0	4	0	2	3	0	0	324	44	4	2	0
2393	3	5	1	1	3	0	0	211	73	1	2	0
2394	3	3	0	2	3	0	2	194	553	2	1	0
2395	0	0	0	2	3	1	1	9	90	1	2	1
2396	2	5	0	1	3	0	2	419	378	2	2	0
2397	0	3	0	2	3	0	2	324	543	1	2	0
2398	13	0	0	2	0	0	0	414	543	1	2	1
2399	0	1	0	3	3	0	2	530	571	2	2	0
2400	0	1	0	2	3	0	0	63	273	2	2	0
2401	1	2	0	4	3	0	2	324	515	2	2	0
2402	0	3	0	1	3	0	2	554	55	2	2	0
2403	0	0	0	1	0	0	2	370	37	2	2	0
2404	0	0	0	2	0	0	2	296	496	1	2	0
2405	14	3	0	4	0	0	2	391	309	2	2	0
2406	1	6	0	1	3	0	2	381	341	3	1	0
2407	13	0	0	2	0	0	2	2	571	2	2	0
2408	2	5	0	3	3	0	2	268	70	2	2	0
2409	20	1	0	2	1	0	3	200	446	2	2	0
2410	22	1	0	3	3	0	3	551	241	1	2	0
2411	1	3	0	2	3	0	3	16	103	2	2	0
2412	0	0	0	2	3	0	3	454	543	1	2	1
2413	4	4	0	3	3	0	2	478	382	2	2	0
2414	3	6	1	1	3	0	3	315	406	3	2	0
2415	20	2	0	3	1	0	3	125	616	2	2	0
2416	22	0	0	1	3	1	0	414	543	2	1	1
2417	6	0	0	4	1	1	0	296	407	4	2	0
2418	22	2	0	2	3	0	3	341	285	3	2	0
2419	2	6	1	3	3	0	3	534	543	1	2	0
2420	13	1	0	3	3	1	0	218	543	1	2	1
2421	23	6	0	3	3	0	2	391	51	1	0	1
2422	21	0	0	1	3	0	2	391	364	1	0	1
2423	14	6	1	3	0	0	3	13	550	2	0	1
2424	3	0	0	4	3	0	0	370	543	1	2	1
2425	1	0	0	2	0	0	3	328	483	2	2	0
2426	17	2	0	1	1	0	3	370	276	2	2	0
2427	2	4	0	2	3	0	3	502	495	2	2	0
2428	5	6	1	1	3	0	2	478	349	2	2	0
2429	13	5	1	2	0	0	2	502	637	2	2	0
2430	2	2	0	1	3	0	3	419	434	2	2	0
2431	2	5	1	4	3	0	0	502	543	1	2	1
2432	1	5	1	4	3	0	3	125	16	2	1	0
2433	1	1	0	1	3	0	2	339	49	2	1	0
2434	12	0	0	3	0	0	0	414	55	3	2	0
2435	18	2	0	1	1	0	2	198	686	2	2	0
2436	12	0	0	2	0	0	2	370	281	2	2	0
2437	3	1	0	1	1	1	1	414	46	1	2	0
2438	22	3	0	1	3	0	3	328	33	2	2	0
2439	16	5	1	2	3	0	2	45	317	2	2	0
2440	2	6	0	2	3	0	2	9	543	2	0	1
2441	20	1	0	3	1	0	2	478	7	2	2	0
2442	0	3	0	3	3	0	2	80	678	2	2	0
2443	2	5	0	1	3	0	2	172	135	1	2	0
2444	17	6	1	4	1	1	0	403	241	1	2	0
2445	19	2	0	3	3	0	3	370	587	1	2	0
2446	2	1	0	4	3	1	1	72	48	2	2	0
2447	2	2	0	2	3	0	3	306	432	2	2	0
2448	21	2	0	4	3	0	2	37	21	2	2	0
2449	0	0	0	3	3	0	2	419	432	2	2	1
2450	14	1	0	3	0	0	2	478	482	2	2	0
2451	18	1	0	2	1	1	0	7	115	2	1	0
2452	15	0	0	4	1	0	2	429	543	3	1	1
2453	0	1	0	2	3	0	2	532	496	2	1	1
2454	1	2	0	1	3	0	2	179	543	1	2	0
2455	4	3	0	1	1	0	3	478	432	1	2	1
2456	16	5	0	3	3	0	2	370	432	2	1	1
2457	22	3	1	1	3	0	0	244	317	2	2	0
2458	3	2	0	2	0	0	3	374	567	2	2	0
2459	6	4	0	4	2	0	2	391	170	2	2	0
2460	18	4	0	2	1	0	2	328	55	2	2	0
2461	14	0	0	2	0	0	3	478	43	2	2	0
2462	17	3	0	4	3	1	1	125	317	2	2	0
2463	6	0	0	4	2	0	2	419	200	2	2	0
2464	1	0	0	3	3	0	3	505	543	1	2	0
2465	15	3	0	2	3	0	3	554	432	1	1	1
2466	1	2	0	2	3	0	0	259	37	2	2	0
2467	4	1	0	1	1	0	0	444	309	2	2	0
2468	2	2	0	1	3	0	2	218	201	3	2	0
2469	1	3	0	3	3	0	2	342	543	1	1	1
2470	18	0	0	1	3	0	3	328	94	2	1	1
2471	5	4	0	1	3	0	2	272	42	2	2	0
2472	2	6	0	2	3	0	2	419	318	2	2	0
2473	19	3	0	2	1	0	2	95	543	1	1	1
2474	23	3	0	1	3	0	2	230	147	2	2	0
2475	0	4	0	2	3	0	2	37	579	2	2	0
2476	0	6	0	1	3	0	2	370	543	2	1	0
2477	20	6	0	4	3	0	2	522	51	2	1	1
2478	0	0	0	4	0	0	3	108	281	2	2	0
2479	17	1	0	2	1	0	3	328	302	2	2	0
2480	1	0	0	2	3	0	0	374	19	2	2	0
2481	0	5	0	3	3	0	2	208	16	1	2	0
2482	12	6	1	3	0	0	3	390	141	2	2	0
2483	18	3	1	4	1	0	3	502	543	1	1	1
2484	6	0	0	2	0	0	0	56	180	2	2	0
2485	18	0	0	1	1	0	2	478	393	2	2	0
2486	0	0	0	1	0	0	3	370	496	1	2	0
2487	4	1	0	4	3	0	2	414	42	2	2	0
2488	20	5	1	3	1	0	2	522	426	2	2	0
2489	17	3	0	1	1	0	1	324	49	1	2	1
2490	19	2	0	2	1	0	2	478	105	2	2	0
2491	0	1	0	2	3	1	1	502	44	2	2	0
2492	20	1	0	2	1	0	3	408	474	3	2	0
2493	17	3	0	3	1	0	2	495	238	2	2	0
2494	0	0	0	2	3	0	3	43	366	2	2	0
2495	4	1	0	1	3	0	2	502	620	2	2	0
2496	3	5	1	4	3	0	3	30	123	2	2	0
2497	4	1	0	3	3	0	2	391	575	2	2	0
2498	21	2	0	1	3	0	0	461	238	2	2	0
2499	22	1	0	1	3	0	2	125	341	2	1	0
2500	9	0	0	1	0	0	2	414	43	2	2	0
2501	17	3	0	1	1	0	1	218	186	2	2	0
2502	2	5	1	2	3	0	2	436	598	2	1	0
2503	5	1	0	1	3	0	3	328	119	2	1	0
2504	16	3	0	2	0	0	3	502	179	1	2	0
2505	1	0	0	1	2	0	2	478	309	2	2	0
2506	21	2	0	1	3	0	1	478	402	1	2	0
2507	21	6	0	1	3	0	2	370	43	2	2	0
2508	0	3	0	1	3	0	2	461	185	2	2	0
2509	15	1	0	1	3	0	3	165	298	2	2	0
2510	19	6	0	1	3	0	2	328	382	3	2	0
2511	13	0	0	2	0	0	1	328	571	2	2	0
2512	19	4	0	1	1	0	2	150	543	3	1	0
2513	23	0	0	1	3	0	1	502	84	1	2	0
2514	3	6	1	4	3	0	3	444	90	1	2	0
2515	17	0	0	1	1	1	0	125	294	2	2	0
2516	17	2	0	1	1	0	2	213	543	1	2	1
2517	16	2	0	1	0	1	1	218	571	2	2	0
2518	2	0	0	1	3	1	0	125	119	2	1	1
2519	1	3	0	3	3	0	2	482	170	2	2	0
2520	16	2	0	3	0	0	0	342	191	1	2	0
2521	13	0	0	1	0	0	3	341	71	2	2	0
2522	19	0	0	1	1	0	3	218	309	2	2	0
2523	19	1	0	3	1	0	2	102	52	2	2	0
2524	14	5	1	2	0	0	1	97	514	2	2	0
2525	3	1	0	2	3	0	1	419	241	2	2	0
2526	2	2	0	3	3	0	2	391	590	2	2	0
2527	2	2	0	2	1	0	2	16	214	2	2	0
2528	17	0	0	2	1	0	3	370	294	2	2	0
2529	3	6	0	4	3	0	2	370	550	1	2	0
2530	13	5	0	3	0	0	2	463	543	1	0	1
2531	3	0	0	2	3	0	0	551	550	1	2	0
2532	2	0	0	2	3	0	2	414	16	3	2	0
2533	19	4	0	1	1	0	0	370	51	3	1	1
2534	21	2	0	2	3	0	3	125	41	2	2	0
2535	3	0	0	1	3	0	2	370	432	2	0	0
2536	3	4	0	2	3	0	3	370	241	1	2	1
2537	2	0	0	3	0	0	1	414	46	2	2	0
2538	22	2	0	2	3	0	3	218	556	2	2	0
2539	5	4	0	2	3	0	2	179	631	2	2	0
2540	21	2	0	3	3	0	2	370	214	3	1	0
2541	1	0	0	2	3	0	0	370	284	2	2	0
2542	2	0	0	1	3	0	0	328	624	2	1	1
2543	13	5	1	4	0	0	2	94	101	2	2	0
2544	23	4	0	2	3	0	2	328	55	4	1	0
2545	0	6	0	3	3	0	3	502	543	1	0	0
2546	14	0	0	3	0	0	2	324	530	2	2	0
2547	1	4	0	3	3	0	2	370	21	3	2	0
2548	13	6	0	3	0	0	2	462	543	1	2	1
2549	0	3	0	2	3	0	0	310	571	2	2	0
2550	13	0	0	4	0	0	0	477	169	2	2	1
2551	1	0	0	3	3	0	0	550	309	2	2	0
2552	1	5	1	3	0	0	2	108	55	2	2	0
2553	0	4	0	3	3	0	2	271	309	2	2	0
2554	2	1	0	3	0	0	3	175	470	2	2	0
2555	11	1	0	4	2	0	2	93	42	2	2	0
2556	17	5	1	2	1	0	3	271	543	2	2	0
2557	20	4	0	4	3	0	2	478	571	2	2	0
2558	22	3	0	3	3	0	2	63	543	2	1	1
2559	1	1	0	1	1	0	3	391	3	2	2	0
2560	14	1	0	2	0	1	1	125	73	1	2	0
2561	23	3	0	1	3	0	2	159	34	1	0	1
2562	0	3	0	3	3	0	2	370	543	2	1	1
2563	8	6	1	3	2	0	3	175	515	2	2	0
2564	14	0	0	2	3	0	3	502	214	2	2	0
2565	1	0	0	2	3	0	2	47	214	3	2	0
2566	16	0	0	1	3	0	0	370	81	1	2	0
2567	2	1	0	3	3	0	1	244	214	2	2	0
2568	0	2	0	1	3	0	1	370	571	2	2	0
2569	0	1	0	1	3	0	3	478	50	2	2	0
2570	23	0	0	3	3	0	2	419	126	2	2	0
2571	23	1	0	2	3	0	2	328	222	1	2	0
2572	1	0	0	2	3	0	3	108	284	2	2	0
2573	2	1	0	2	3	0	2	339	543	2	1	0
2574	23	5	1	1	3	0	2	84	43	2	2	0
2575	17	6	1	4	1	0	3	370	496	2	2	0
2576	20	1	0	3	3	0	0	463	550	2	0	1
2577	2	3	0	3	3	0	2	414	119	2	1	1
2578	3	0	0	3	0	0	2	391	41	2	2	0
2579	4	3	0	3	3	0	2	419	80	2	2	0
2580	3	2	0	4	3	1	1	328	570	2	2	0
2581	18	5	0	3	3	0	2	370	543	2	2	0
2582	1	1	0	3	3	0	3	149	543	1	2	1
2583	19	4	0	1	3	0	2	374	42	2	2	0
2584	3	3	0	1	3	0	2	267	530	2	2	0
2585	1	1	0	3	3	1	1	218	222	2	2	0
2586	22	2	0	2	3	0	2	502	571	2	2	0
2587	15	3	0	2	0	0	0	381	441	3	2	0
2588	11	0	0	2	2	1	1	171	485	2	2	0
2589	1	1	0	1	1	0	2	200	170	2	2	0
2590	4	5	1	2	3	0	1	125	378	2	2	0
2591	19	2	0	3	3	0	3	377	55	3	2	0
2592	0	5	1	2	3	0	2	370	496	2	2	1
2593	16	2	0	2	3	0	2	370	81	2	1	1
2594	3	6	1	1	0	0	0	370	377	2	2	0
2595	0	2	0	4	3	0	2	324	487	2	2	0
2596	17	4	0	1	1	0	3	296	55	2	2	0
2597	16	4	0	1	0	0	0	45	124	2	2	0
2598	16	2	0	3	0	0	0	7	43	2	2	0
2599	5	3	0	1	3	0	3	391	588	2	0	1
2600	1	4	0	2	0	0	3	175	27	1	2	0
2601	3	4	0	1	3	0	2	416	147	2	2	0
2602	0	1	0	1	0	0	2	197	117	2	2	0
2603	1	6	1	3	3	1	2	218	3	2	2	0
2604	3	4	0	2	3	0	0	250	81	1	2	0
2605	2	0	0	1	0	1	1	478	693	2	2	0
2606	21	2	0	2	3	0	0	444	496	2	2	0
2607	15	4	0	4	0	0	2	139	171	1	2	0
2608	17	1	0	3	1	0	2	372	401	2	2	1
2609	0	5	0	1	3	0	3	370	340	2	2	1
2610	4	5	0	4	1	0	2	398	284	2	2	0
2611	0	0	0	3	3	0	0	125	32	2	2	0
2612	19	1	0	2	1	0	2	405	309	2	2	0
2613	14	2	0	1	1	0	2	78	388	2	2	0
2614	2	1	0	2	1	0	2	324	81	1	2	1
2615	15	0	0	1	0	0	0	414	421	2	2	0
2616	0	4	0	2	0	0	3	502	55	2	2	0
2617	1	2	0	3	3	0	3	218	41	2	2	0
2618	1	1	0	1	0	0	1	398	463	2	2	0
2619	17	1	0	2	1	0	2	4	15	2	1	0
2620	20	5	1	2	1	0	2	246	216	2	2	0
2621	2	1	0	4	1	0	2	303	257	2	2	0
2622	0	2	0	2	3	0	3	246	543	2	2	0
2623	0	1	0	1	3	1	0	218	378	3	2	0
2624	0	1	0	1	1	0	2	133	241	1	2	0
2625	16	0	0	4	0	0	2	414	43	2	2	0
2626	3	5	0	3	0	1	0	502	241	2	2	0
2627	0	6	0	3	3	0	2	218	16	3	1	1
2628	19	2	1	4	1	1	0	218	222	2	2	0
2629	0	0	0	4	3	0	3	370	119	1	2	0
2630	18	1	0	1	1	0	2	391	294	2	2	0
2631	21	0	0	2	0	0	2	370	543	1	2	0
2632	17	0	0	4	1	1	0	328	543	1	2	0
2633	2	0	0	3	3	0	2	370	223	2	2	1
2634	3	2	0	2	0	0	3	324	55	2	2	0
2635	4	1	0	2	0	0	2	149	543	1	2	0
2636	2	3	0	2	3	0	3	502	691	1	2	0
2637	0	4	0	2	3	0	3	327	55	2	2	0
2638	19	0	0	1	1	0	1	125	344	3	2	0
2639	19	4	0	2	1	0	2	296	687	2	2	0
2640	13	1	0	4	0	0	2	72	222	2	2	0
2641	16	3	0	2	0	0	0	502	281	2	2	0
2642	0	0	0	2	3	0	2	478	182	1	0	0
2643	1	6	1	1	3	0	0	125	43	2	2	0
2644	0	6	0	2	3	0	2	87	238	2	2	0
2645	21	1	0	4	3	0	0	159	470	2	2	0
2646	2	2	0	1	1	0	3	370	587	3	2	0
2647	16	5	1	2	3	0	2	391	422	2	2	0
2648	18	0	0	1	1	0	2	328	214	2	2	0
2649	15	1	0	2	0	0	0	201	241	1	2	0
2650	13	3	0	3	0	0	2	218	550	1	2	0
2651	1	0	0	2	1	0	3	34	4	2	2	0
2652	16	5	0	2	0	0	3	414	378	2	2	0
2653	14	3	0	3	0	0	0	324	163	2	1	0
2654	15	5	1	1	0	0	3	159	55	2	2	0
2655	0	0	0	3	3	0	0	13	241	2	2	0
2656	20	4	0	1	3	0	0	414	243	1	2	1
2657	1	3	0	1	3	0	0	226	378	2	2	0
2658	8	6	0	2	0	0	2	81	54	2	2	0
2659	17	1	0	1	3	0	2	391	288	2	2	0
2660	19	3	0	2	1	0	2	63	555	2	2	0
2661	4	0	0	2	1	0	2	391	469	2	2	0
2662	12	1	0	2	0	0	2	419	214	2	2	0
2663	15	4	0	3	0	0	2	419	543	2	2	0
2664	1	2	0	2	1	0	1	125	543	1	1	0
2665	11	3	0	4	3	0	2	218	214	2	2	0
2666	0	0	0	3	3	0	1	146	174	2	2	0
2667	16	0	0	4	3	0	2	414	485	2	2	0
2668	0	0	0	4	3	0	2	461	543	1	2	1
2669	17	0	0	3	1	0	0	502	167	2	2	0
2670	19	4	0	3	1	1	1	125	432	3	1	1
2671	4	5	0	1	1	0	1	83	364	1	2	0
2672	0	4	0	1	0	0	3	370	629	2	2	0
2673	16	4	0	3	0	0	0	332	440	2	2	0
2674	18	0	0	2	3	0	2	370	81	2	1	0
2675	21	2	0	3	3	0	3	305	543	1	2	0
2676	2	4	0	2	3	0	2	142	548	2	1	0
2677	23	0	0	2	3	0	3	461	688	2	2	0
2678	13	5	0	4	1	0	3	280	546	2	2	0
2679	1	6	0	1	3	0	2	218	598	2	1	0
2680	18	1	0	3	3	0	2	391	318	2	2	0
2681	3	1	0	3	3	0	2	324	214	3	2	0
2682	2	1	0	2	3	0	2	502	158	2	2	0
2683	4	5	0	1	3	0	0	383	472	2	2	0
2684	18	2	0	3	3	0	2	370	90	2	2	1
2685	19	0	0	3	1	0	0	107	590	2	2	0
2686	18	1	0	1	1	0	0	419	37	2	2	0
2687	23	1	0	3	3	0	2	324	543	2	0	1
2688	20	3	0	3	1	0	3	461	384	2	2	0
2689	3	1	0	3	3	0	0	86	241	2	2	0
2690	2	0	0	2	0	0	3	128	445	2	2	0
2691	0	0	1	1	3	0	3	478	543	1	2	1
2692	14	1	0	2	0	0	0	370	512	1	2	0
2693	19	4	0	4	1	0	2	414	426	2	2	0
2694	6	0	0	2	1	0	0	391	201	2	2	0
2695	5	0	0	2	3	0	0	551	401	1	2	0
2696	0	6	0	1	3	0	2	370	432	2	1	1
2697	21	1	0	1	3	0	3	179	606	2	2	1
2698	14	0	0	3	0	0	2	218	543	2	1	1
2699	3	6	0	1	3	0	0	502	191	1	2	0
2700	1	0	0	1	1	0	2	370	340	1	2	1
2701	19	3	0	1	1	0	3	502	678	1	2	0
2702	15	0	0	2	1	0	2	159	222	1	2	0
2703	17	2	0	3	3	0	3	370	294	2	2	0
2704	0	4	0	1	3	0	1	502	281	2	2	0
2705	22	1	0	2	3	0	2	187	378	2	2	0
2706	20	2	0	3	1	0	2	566	51	2	2	0
2707	14	3	0	3	0	0	3	186	284	2	2	0
2708	3	1	0	3	1	0	2	212	571	2	2	0
2709	18	4	0	1	1	0	2	370	496	1	1	1
2710	3	0	0	2	3	0	2	127	340	2	2	0
2711	2	5	1	1	3	0	0	155	496	2	2	0
2712	23	4	0	2	3	0	0	478	543	1	2	0
2713	22	4	0	3	3	0	2	370	55	2	2	0
2714	3	1	0	3	3	0	2	324	90	2	2	0
2715	0	2	0	4	0	1	1	218	234	2	2	0
2716	2	0	0	1	3	0	2	391	223	1	2	0
2717	1	1	0	1	3	1	0	502	436	2	2	0
2718	14	5	0	1	0	0	2	114	543	1	2	1
2719	9	1	0	4	2	0	3	324	20	2	2	0
2720	18	1	0	3	1	0	2	391	3	2	2	0
2721	0	1	0	1	3	0	2	121	78	2	1	1
2722	17	1	0	2	1	0	2	480	543	2	2	0
2723	15	3	0	1	3	0	1	414	398	2	2	0
2724	2	0	0	3	3	0	2	370	55	2	2	0
2725	15	1	0	1	3	0	0	328	252	2	2	0
2726	15	5	1	1	0	0	1	502	15	2	1	1
2727	16	5	1	3	0	1	0	502	571	2	2	0
2728	20	3	0	1	1	1	0	125	241	1	2	0
2729	0	2	0	1	3	0	0	370	543	3	2	0
2730	13	1	0	1	0	0	2	324	241	1	2	1
2731	2	0	0	2	3	0	3	370	174	2	2	0
2732	23	6	0	1	3	0	2	324	543	2	1	0
2733	16	5	1	3	0	0	2	532	420	2	2	0
2734	22	2	0	1	3	0	0	446	241	2	0	0
2735	15	3	0	3	0	0	3	478	43	2	2	0
2736	0	0	0	1	1	1	0	429	571	2	2	0
2737	15	1	0	1	0	1	1	519	322	1	2	0
2738	18	0	0	1	1	0	0	502	37	2	2	0
2739	17	0	0	1	1	0	2	125	487	2	2	0
2740	2	2	0	2	0	0	3	498	426	2	2	0
2741	19	0	0	1	3	0	2	324	241	2	1	1
2742	15	0	0	3	3	0	0	218	223	1	2	1
2743	1	5	0	1	3	0	2	324	94	2	1	1
2744	2	5	1	3	3	0	0	502	241	1	2	0
2745	0	0	0	3	0	0	2	419	661	2	2	0
2746	17	0	0	2	3	1	0	43	223	1	2	0
2747	2	2	0	3	3	0	3	502	496	1	2	0
2748	14	2	0	2	0	0	3	478	191	1	2	1
2749	1	4	0	1	3	0	0	288	543	2	2	1
2750	20	2	0	1	1	0	2	419	602	2	2	0
2751	18	6	0	3	1	0	3	230	42	2	2	0
2752	14	4	0	3	0	0	2	384	55	2	2	0
2753	14	2	0	3	0	0	2	360	579	3	2	0
2754	16	2	0	1	0	0	2	350	496	1	2	0
2755	23	5	0	3	3	0	3	357	543	2	0	1
2756	18	6	0	2	3	0	2	398	426	2	2	0
2757	17	1	0	2	1	0	0	218	543	1	2	0
2758	5	4	0	1	1	0	3	444	3	2	2	0
2759	2	1	0	3	3	0	2	414	543	2	1	1
2760	3	1	0	1	3	0	2	142	55	2	2	0
2761	15	1	0	3	0	1	0	370	543	2	2	0
2762	15	5	0	2	3	0	3	218	378	2	2	0
2763	8	2	0	2	1	0	2	391	309	2	2	0
2764	1	4	0	4	0	0	2	370	634	2	2	0
2765	3	1	0	3	3	0	2	370	571	2	2	0
2766	15	6	1	3	0	0	2	267	585	1	2	0
2767	18	1	0	1	1	0	2	318	483	2	2	0
2768	2	3	0	1	0	0	3	405	490	2	2	0
2769	16	6	1	3	0	0	2	464	543	2	2	1
2770	22	3	0	4	3	0	2	293	496	2	2	1
2771	1	5	0	4	3	0	0	478	571	4	2	0
2772	23	6	0	2	3	0	2	461	36	3	2	0
2773	0	5	0	1	3	0	2	482	211	2	0	1
2774	6	4	0	1	3	0	2	116	411	1	0	1
2775	2	1	0	1	3	0	1	190	27	2	2	0
2776	17	6	0	3	3	0	2	218	57	2	1	1
2777	22	5	1	1	3	0	2	81	688	2	2	0
2778	22	5	0	1	3	0	2	66	300	2	2	0
2779	15	4	0	3	0	0	3	551	543	1	1	0
2780	20	6	0	1	3	0	0	502	543	2	1	0
2781	0	0	0	3	1	0	3	235	571	2	2	0
2782	18	3	0	4	0	0	0	551	20	2	2	0
2783	6	2	0	2	2	0	3	310	57	2	2	0
2784	2	2	0	3	3	1	1	218	543	1	2	1
2785	2	5	0	3	1	0	2	463	284	2	2	0
2786	4	6	0	2	1	1	1	159	241	1	2	0
2787	16	0	0	2	0	0	0	391	300	2	2	0
2788	2	4	0	2	3	0	3	506	55	2	2	0
2789	6	5	1	1	0	0	2	502	283	1	2	0
2790	16	0	0	1	0	1	1	296	378	2	2	0
2791	20	0	0	1	1	0	1	324	571	3	2	0
2792	0	0	0	1	1	0	3	81	71	2	2	0
2793	0	5	0	1	0	0	0	462	432	2	2	0
2794	0	4	0	4	0	0	2	218	262	2	2	0
2795	17	2	0	1	1	1	1	218	223	1	2	1
2796	0	3	0	3	3	0	2	532	55	2	2	0
2797	2	2	0	2	3	0	2	37	550	2	0	1
2798	20	1	0	3	1	0	3	107	426	2	2	0
2799	2	0	0	3	3	0	3	324	591	1	1	1
2800	2	2	0	1	1	0	2	370	284	2	2	0
2801	0	5	1	1	3	0	3	502	453	2	2	0
2802	0	1	0	1	3	0	2	72	249	2	2	0
2803	2	6	1	3	3	0	0	419	554	2	2	0
2804	1	0	0	3	3	0	0	267	16	2	1	0
2805	3	5	0	1	3	0	2	301	543	2	1	1
2806	2	2	0	3	1	0	2	309	399	2	2	0
2807	17	0	0	3	3	0	2	463	66	2	2	0
2808	20	2	0	3	1	0	0	218	401	2	1	1
2809	1	6	0	1	3	0	3	277	543	2	1	0
2810	3	3	0	1	3	0	3	502	496	1	2	0
2811	4	0	0	1	1	0	0	125	571	3	2	0
2812	19	3	0	1	1	1	1	125	378	2	2	0
2813	13	5	1	2	0	0	2	218	294	2	2	0
2814	0	0	0	2	3	0	2	218	41	2	2	0
2815	5	0	0	3	0	0	2	301	3	2	2	0
2816	16	6	1	4	0	0	2	266	543	1	2	0
2817	20	2	0	2	3	0	2	328	496	2	1	1
2818	13	2	0	2	0	0	2	185	45	1	2	0
2819	21	6	1	4	3	1	1	324	683	2	1	1
2820	14	2	0	4	0	0	0	547	309	2	2	0
2821	21	5	1	2	3	0	3	478	241	1	2	0
2822	0	6	0	1	3	0	3	436	496	1	2	0
2823	1	1	0	4	3	0	0	385	130	1	2	1
2824	3	6	0	2	3	0	2	502	340	2	0	0
2825	23	2	0	4	3	0	3	185	561	2	2	0
2826	0	4	0	3	3	0	3	478	123	1	0	1
2827	18	4	0	1	1	0	1	125	570	2	2	0
2828	4	3	0	4	0	0	2	502	502	2	2	0
2829	13	3	0	2	3	0	2	35	51	2	1	1
2830	21	6	1	1	3	0	0	478	49	2	2	0
2831	23	5	1	2	3	0	0	324	43	2	2	0
2832	0	2	0	4	3	0	3	502	378	3	2	0
2833	8	2	1	4	1	0	1	125	348	2	0	0
2834	17	3	0	1	1	1	0	391	273	2	2	0
2835	2	1	0	2	0	0	0	317	388	2	2	0
2836	2	4	0	2	3	0	0	478	241	2	2	0
2837	1	0	0	3	3	1	1	324	194	2	2	0
2838	0	2	0	3	3	0	3	370	284	2	2	0
2839	19	6	0	1	3	0	2	478	131	2	2	1
2840	0	5	0	1	3	0	1	10	16	1	2	0
2841	23	0	0	4	3	0	2	230	543	2	1	0
2842	1	2	0	3	3	1	0	289	261	1	2	0
2843	1	0	0	3	3	0	2	414	377	2	1	1
2844	2	1	0	3	3	0	2	502	130	1	2	1
2845	19	5	0	2	1	0	2	391	43	2	2	0
2846	18	0	0	1	1	0	1	125	324	2	2	0
2847	0	2	0	3	3	0	1	370	304	4	2	0
2848	18	0	0	2	1	0	2	478	294	2	2	0
2849	1	0	0	2	3	0	2	370	258	2	2	0
2850	17	6	0	4	1	0	2	52	543	1	2	0
2851	21	0	0	3	3	0	3	332	283	2	2	0
2852	15	0	0	1	0	0	0	370	553	3	2	0
2853	19	3	0	1	3	0	2	391	273	2	2	0
2854	19	2	0	2	3	0	2	328	129	2	1	1
2855	2	3	0	2	3	0	2	63	603	2	2	0
2856	20	0	0	3	3	0	2	370	51	2	1	1
2857	22	6	1	3	3	0	2	416	139	2	2	0
2858	11	0	0	4	2	0	0	80	234	2	2	0
2859	19	6	1	2	3	0	2	296	543	1	2	0
2860	2	6	0	1	3	0	2	244	625	2	2	0
2861	3	1	0	1	3	1	1	414	543	3	1	1
2862	16	0	0	1	3	0	1	234	298	2	2	0
2863	19	2	0	4	1	0	3	218	442	2	2	0
2864	19	2	0	2	1	0	2	461	550	1	2	0
2865	1	4	0	3	3	0	1	414	223	1	2	0
2866	3	6	0	4	3	0	2	419	264	2	0	0
2867	20	6	0	1	3	0	0	414	169	2	2	0
2868	17	0	0	2	1	0	0	414	251	1	2	0
2869	18	1	0	4	1	0	2	478	307	2	2	0
2870	1	5	0	3	3	0	2	125	646	3	1	0
2871	0	1	0	2	0	1	1	414	94	3	2	1
2872	18	3	0	3	3	0	2	429	49	2	2	0
2873	19	6	0	2	3	0	2	0	401	1	2	1
2874	23	5	0	2	3	0	2	149	401	2	1	1
2875	22	4	0	3	3	0	2	153	16	2	1	1
2876	1	6	0	3	1	0	2	339	440	2	2	0
2877	19	5	1	2	1	0	0	414	543	1	1	0
2878	2	3	1	2	3	0	2	370	496	1	2	0
2879	3	5	0	3	3	0	2	391	496	2	0	1
2880	2	5	0	3	3	0	2	218	51	2	1	1
2881	1	2	0	1	3	0	2	37	520	2	2	1
2882	1	1	0	1	0	0	2	3	43	2	2	0
2883	23	0	0	1	3	0	3	179	0	1	2	0
2884	18	4	0	4	1	1	0	419	229	2	2	0
2885	2	2	0	3	3	0	3	391	543	1	2	0
2886	19	0	0	2	3	0	2	502	214	2	2	0
2887	0	4	0	4	3	0	3	339	123	1	2	0
2888	0	5	0	1	0	0	3	391	378	2	2	0
2889	0	0	0	3	3	0	0	303	543	2	2	0
2890	1	4	0	1	3	0	0	125	315	2	1	1
2891	0	1	0	1	3	0	2	80	281	2	2	0
2892	19	3	0	3	3	0	0	370	631	2	2	0
2893	17	5	1	2	1	0	3	551	296	4	2	0
2894	4	1	0	3	3	0	1	502	294	2	2	0
2895	23	6	1	2	3	0	3	68	520	2	1	1
2896	1	2	0	3	3	0	2	125	543	2	2	0
2897	5	0	0	1	1	1	1	267	222	3	2	0
2898	17	0	0	1	1	0	3	443	532	2	2	0
2899	0	0	0	1	3	0	0	370	543	2	1	1
2900	16	1	0	1	0	0	3	28	214	2	2	0
2901	0	1	0	2	3	0	3	328	660	2	2	0
2902	12	5	1	1	0	0	2	551	43	2	2	0
2903	1	2	0	3	3	0	2	218	33	2	2	0
2904	12	0	0	3	0	0	1	327	46	1	2	0
